year,industry_code,value
1999.0,4141  4145,7600.0
1999.0,4151  4153,7300.0
1999.0,4161  4163,14600.0
1999.0,4171  4179,18600.0
1999.0,"4181  4189, 4191",17500.0
1999.0,4411  4543,226600.0
1999.0,4411  4413,21000.0
1999.0,4421  4422,7500.0
1999.0,4431,12100.0
1999.0,4441  4442,13500.0
1999.0,4451  4453,56900.0
1999.0,4461,14700.0
1999.0,4471,10000.0
1999.0,4481  4483,22200.0
1999.0,4511  4513,12800.0
1999.0,4521  4529,25800.0
1999.0,4531  4539,20800.0
1999.0,4541  4543,9500.0
1999.0,4811  4931,116700.0
1999.0,4811  4922,112400.0
1999.0,4811  4812,19900.0
1999.0,4821,8600.0
1999.0,4831  4832,6500.0
1999.0,4841  4842,27100.0
1999.0,4851  4859,13400.0
1999.0,4861  4869,
1999.0,"4871  4879 , 4881  4889",18200.0
1999.0,4911,7300.0
1999.0,4921  4922,10600.0
1999.0,4931,4300.0
1999.0,5211  5331,120100.0
1999.0,"5211, 5221  5223",38400.0
1999.0,5231  5239,15600.0
1999.0,"5241  5242, 5261  5269",23200.0
1999.0,5311  5313,33200.0
1999.0,"5321  5324, 5331",9700.0
1999.0,5411  5419,137000.0
1999.0,5411,19100.0
1999.0,5412,21600.0
1999.0,5413  5414,30800.0
1999.0,5415,27900.0
1999.0,5416  5417,22700.0
1999.0,5418,8200.0
1999.0,5419,6600.0
1999.0,5511  5629,64800.0
1999.0,5613,4900.0
1999.0,5614,5200.0
1999.0,5615,8400.0
1999.0,5616,8900.0
1999.0,5617,30500.0
1999.0,"5511, 5611  5612, 5619",5000.0
1999.0,5621  5629,1800.0
1999.0,6111  6117,125100.0
1999.0,6111,75500.0
1999.0,6112,14500.0
1999.0,6113,18400.0
1999.0,6114  6117,16600.0
1999.0,6211  6244,194300.0
1999.0,6211  6219,52900.0
1999.0,6220,66800.0
1999.0,6230,26300.0
1999.0,6241  6244,48200.0
1999.0,"5111  5191, 7111  7139",90800.0
1999.0,"5111  5112, 5161",10800.0
1999.0,5121  5122,10700.0
1999.0,"5151  5152, 5171  5179",23600.0
1999.0,5181  5191,5500.0
1999.0,7111  7115,15600.0
1999.0,7121,2700.0
1999.0,7131  7139,21900.0
1999.0,7211  7225,150000.0
1999.0,7211  7213,35400.0
1999.0,7221  7224,114600.0
1999.0,8111  8141,105600.0
1999.0,8111  8114,34000.0
1999.0,8121  8129,31600.0
1999.0,8131  8139,21700.0
1999.0,8141,18300.0
1999.0,9110  9191,91700.0
1999.0,"9110, 9111",32600.0
1999.0,9120,28300.0
1999.0,"9130, 9141, 9191",30700.0
2000.0,0,1930800.0
2000.0,"11,21,22,23,31,32,33",407200.0
2000.0,"1100  1129, 1151  1152",29700.0
2000.0,1111  1119,16200.0
2000.0,1121  1129,10400.0
2000.0,1100,
2000.0,1151  1152,1700.0
2000.0,"1131  1142, 1153, 2100  2131",52600.0
2000.0,"1131  1133, 1153",35500.0
2000.0,1141  1142,4300.0
2000.0,2100  2131,12800.0
2000.0,2111,
2000.0,"2121  2123, 2100",8600.0
2000.0,2131,3000.0
2000.0,2211  2213,10400.0
2000.0,2361  2389,112100.0
2000.0,23612362,27100.0
2000.0,2361,19100.0
2000.0,2362,8000.0
2000.0,23712379,15100.0
2000.0,2371,2900.0
2000.0,2372,1800.0
2000.0,2373,8700.0
2000.0,2379,1700.0
2000.0,2381  2389,69900.0
2000.0,2381,9700.0
2000.0,2382,23700.0
2000.0,2383,23500.0
2000.0,2389,13000.0
2000.0,3111  3399,202500.0
2000.0,3111  3119,19600.0
2000.0,3121  3122,3900.0
2000.0,"3131  3133, 3141  3149",2700.0
2000.0,"3151  3159, 3161  3169",7800.0
2000.0,3211  3219,47800.0
2000.0,3221  3222,17700.0
2000.0,3231,10900.0
2000.0,3241,
2000.0,3251  3259,7700.0
2000.0,3261  3262,8000.0
2000.0,3271  3279,6300.0
2000.0,3311  3315,10500.0
2000.0,3321  3329,12400.0
2000.0,3331  3339,7900.0
2000.0,3341  3346,7600.0
2000.0,3351  3359,3900.0
2000.0,3361  3369,13200.0
2000.0,3361  3363,5000.0
2000.0,3364  3369,8200.0
2000.0,3371  3379,3000.0
2000.0,3391  3399,10300.0
2000.0,"3211  3219, 3271  3279, 3311  3399",122900.0
2000.0,"3111  3169, 3221  3262",79500.0
2000.0,41 & over,1523500.0
2000.0,4111  4543,303600.0
2000.0,4111  4191,67200.0
2000.0,4111,1600.0
2000.0,4121,
2000.0,4131  4133,12800.0
2000.0,4141  4145,9600.0
2000.0,4151  4153,4300.0
2000.0,4161  4163,10000.0
2000.0,4171  4179,16200.0
2000.0,"4181  4189, 4191",11900.0
2000.0,4411  4543,236400.0
2000.0,4411  4413,22400.0
2000.0,4421  4422,8300.0
2000.0,4431,10200.0
2000.0,4441  4442,13200.0
2000.0,4451  4453,61300.0
2000.0,4461,17600.0
2000.0,4471,9600.0
2000.0,4481  4483,22500.0
2000.0,4511  4513,12200.0
2000.0,4521  4529,28400.0
2000.0,4531  4539,23900.0
2000.0,4541  4543,6900.0
2000.0,4811  4931,118100.0
2000.0,4811  4922,114800.0
2000.0,4811  4812,19700.0
2000.0,4821,6200.0
2000.0,4831  4832,5500.0
2000.0,4841  4842,32100.0
2000.0,4851  4859,12300.0
2000.0,4861  4869,
2000.0,"4871  4879 , 4881  4889",20600.0
2000.0,4911,8900.0
2000.0,4921  4922,8900.0
2000.0,4931,3300.0
2000.0,5211  5331,117000.0
2000.0,"5211, 5221  5223",40900.0
2000.0,5231  5239,10900.0
2000.0,"5241  5242, 5261  5269",27000.0
2000.0,5311  5313,28900.0
2000.0,"5321  5324, 5331",9200.0
2000.0,5411  5419,136300.0
2000.0,5411,18700.0
2000.0,5412,19900.0
2000.0,5413  5414,32000.0
2000.0,5415,31900.0
2000.0,5416  5417,19400.0
2000.0,5418,6500.0
2000.0,5419,7900.0
2000.0,5511  5629,69700.0
2000.0,5613,6400.0
2000.0,5614,5800.0
2000.0,5615,7500.0
2000.0,5616,9200.0
2000.0,5617,32200.0
2000.0,"5511, 5611  5612, 5619",5700.0
2000.0,5621  5629,3000.0
2000.0,6111  6117,135700.0
2000.0,6111,87000.0
2000.0,6112,14700.0
2000.0,6113,16300.0
2000.0,6114  6117,17700.0
2000.0,6211  6244,200800.0
2000.0,6211  6219,52500.0
2000.0,6220,70100.0
2000.0,6230,27300.0
2000.0,6241  6244,50900.0
2000.0,"5111  5191, 7111  7139",97000.0
2000.0,"5111  5112, 5161",13700.0
2000.0,5121  5122,10700.0
2000.0,"5151  5152, 5171  5179",27400.0
2000.0,5181  5191,4700.0
2000.0,7111  7115,12600.0
2000.0,7121,3600.0
2000.0,7131  7139,24300.0
2000.0,7211  7225,155600.0
2000.0,7211  7213,37900.0
2000.0,7221  7224,117700.0
2000.0,8111  8141,98300.0
2000.0,8111  8114,34000.0
2000.0,8121  8129,27900.0
2000.0,8131  8139,22300.0
2000.0,8141,14000.0
2000.0,9110  9191,91500.0
2000.0,"9110, 9111",33500.0
2000.0,9120,26700.0
2000.0,"9130, 9141, 9191",31200.0
2001.0,0,1920900.0
2001.0,"11,21,22,23,31,32,33",383800.0
2001.0,"1100  1129, 1151  1152",25600.0
2001.0,1111  1119,11100.0
2001.0,1121  1129,12200.0
2001.0,1100,
2001.0,1151  1152,
2001.0,"1131  1142, 1153, 2100  2131",41200.0
2001.0,"1131  1133, 1153",25100.0
2001.0,1141  1142,4700.0
2001.0,2100  2131,11400.0
2001.0,2111,1800.0
2001.0,"2121  2123, 2100",5900.0
2001.0,2131,3700.0
2001.0,2211  2213,10600.0
2001.0,2361  2389,112300.0
2001.0,23612362,27800.0
2001.0,2361,19500.0
2001.0,2362,8400.0
2001.0,23712379,12400.0
2001.0,2371,2800.0
2001.0,2372,
2001.0,2373,7800.0
2001.0,2379,
2001.0,2381  2389,72000.0
2001.0,2381,14000.0
2001.0,2382,23500.0
2001.0,2383,19900.0
2001.0,2389,14600.0
2001.0,3111  3399,194100.0
2001.0,3111  3119,22100.0
2001.0,3121  3122,3500.0
2001.0,"3131  3133, 3141  3149",2900.0
2001.0,"3151  3159, 3161  3169",9300.0
2001.0,3211  3219,51300.0
2001.0,3221  3222,14600.0
2001.0,3231,8500.0
2001.0,3241,
2001.0,3251  3259,5700.0
2001.0,3261  3262,6800.0
2001.0,3271  3279,5200.0
2001.0,3311  3315,8000.0
2001.0,3321  3329,13400.0
2001.0,3331  3339,6500.0
2001.0,3341  3346,7000.0
2001.0,3351  3359,3100.0
2001.0,3361  3369,10400.0
2001.0,3361  3363,3900.0
2001.0,3364  3369,6500.0
2001.0,3371  3379,5600.0
2001.0,3391  3399,8900.0
2001.0,"3211  3219, 3271  3279, 3311  3399",119400.0
2001.0,"3111  3169, 3221  3262",74800.0
2001.0,41 & over,1537200.0
2001.0,4111  4543,303300.0
2001.0,4111  4191,67300.0
2001.0,4111,
2001.0,4121,
2001.0,4131  4133,10900.0
2001.0,4141  4145,8100.0
2001.0,4151  4153,4600.0
2001.0,4161  4163,9500.0
2001.0,4171  4179,19700.0
2001.0,"4181  4189, 4191",11800.0
2001.0,4411  4543,236000.0
2001.0,4411  4413,25800.0
2001.0,4421  4422,7700.0
2001.0,4431,10300.0
2001.0,4441  4442,12900.0
2001.0,4451  4453,61300.0
2001.0,4461,17200.0
2001.0,4471,11000.0
2001.0,4481  4483,20300.0
2001.0,4511  4513,12400.0
2001.0,4521  4529,26600.0
2001.0,4531  4539,24300.0
2001.0,4541  4543,6200.0
2001.0,4811  4931,112700.0
2001.0,4811  4922,108500.0
2001.0,4811  4812,16100.0
2001.0,4821,6500.0
2001.0,4831  4832,7100.0
2001.0,4841  4842,27700.0
2001.0,4851  4859,15500.0
2001.0,4861  4869,
2001.0,"4871  4879 , 4881  4889",19100.0
2001.0,4911,8100.0
2001.0,4921  4922,8100.0
2001.0,4931,4200.0
2001.0,5211  5331,120200.0
2001.0,"5211, 5221  5223",39000.0
2001.0,5231  5239,16400.0
2001.0,"5241  5242, 5261  5269",24900.0
2001.0,5311  5313,27900.0
2001.0,"5321  5324, 5331",11900.0
2001.0,5411  5419,139200.0
2001.0,5411,17200.0
2001.0,5412,20200.0
2001.0,5413  5414,32100.0
2001.0,5415,34300.0
2001.0,5416  5417,21100.0
2001.0,5418,6100.0
2001.0,5419,8200.0
2001.0,5511  5629,70500.0
2001.0,5613,5200.0
2001.0,5614,7600.0
2001.0,5615,8500.0
2001.0,5616,11700.0
2001.0,5617,30900.0
2001.0,"5511, 5611  5612, 5619",4000.0
2001.0,5621  5629,2700.0
2001.0,6111  6117,137300.0
2001.0,6111,82500.0
2001.0,6112,16200.0
2001.0,6113,19400.0
2001.0,6114  6117,19200.0
2001.0,6211  6244,197200.0
2001.0,6211  6219,47300.0
2001.0,6220,72100.0
2001.0,6230,32400.0
2001.0,6241  6244,45400.0
2001.0,"5111  5191, 7111  7139",103700.0
2001.0,"5111  5112, 5161",12200.0
2001.0,5121  5122,9700.0
2001.0,"5151  5152, 5171  5179",32700.0
2001.0,5181  5191,5600.0
2001.0,7111  7115,13700.0
2001.0,7121,3700.0
2001.0,7131  7139,26000.0
2001.0,7211  7225,164000.0
2001.0,7211  7213,44000.0
2001.0,7221  7224,120000.0
2001.0,8111  8141,98600.0
2001.0,8111  8114,36700.0
2001.0,8121  8129,31900.0
2001.0,8131  8139,18500.0
2001.0,8141,11400.0
2001.0,9110  9191,90300.0
2001.0,"9110, 9111",30300.0
2001.0,9120,33200.0
2001.0,"9130, 9141, 9191",26800.0
2002.0,0,1952400.0
2002.0,"11,21,22,23,31,32,33",392800.0
2002.0,"1100  1129, 1151  1152",29800.0
2002.0,1111  1119,16500.0
2002.0,1121  1129,10900.0
2002.0,1100,
2002.0,1151  1152,1800.0
2002.0,"1131  1142, 1153, 2100  2131",37400.0
2002.0,"1131  1133, 1153",25100.0
2002.0,1141  1142,3100.0
2002.0,2100  2131,9200.0
2002.0,2111,2000.0
2002.0,"2121  2123, 2100",4200.0
2002.0,2131,3000.0
2002.0,2211  2213,10900.0
2002.0,2361  2389,116800.0
2002.0,23612362,27300.0
2002.0,2361,18000.0
2002.0,2362,9300.0
2002.0,23712379,13800.0
2002.0,2371,3400.0
2002.0,2372,2300.0
2002.0,2373,6500.0
2002.0,2379,1600.0
2002.0,2381  2389,75700.0
2002.0,2381,11800.0
2002.0,2382,23700.0
2002.0,2383,25800.0
2002.0,2389,14400.0
2002.0,3111  3399,197900.0
2002.0,3111  3119,23700.0
2002.0,3121  3122,3300.0
2002.0,"3131  3133, 3141  3149",3300.0
2002.0,"3151  3159, 3161  3169",5300.0
2002.0,3211  3219,48200.0
2002.0,3221  3222,16800.0
2002.0,3231,8500.0
2002.0,3241,
2002.0,3251  3259,6400.0
2002.0,3261  3262,5700.0
2002.0,3271  3279,6800.0
2002.0,3311  3315,5600.0
2002.0,3321  3329,13100.0
2002.0,3331  3339,10100.0
2002.0,3341  3346,10100.0
2002.0,3351  3359,3100.0
2002.0,3361  3369,13500.0
2002.0,3361  3363,5000.0
2002.0,3364  3369,8500.0
2002.0,3371  3379,5000.0
2002.0,3391  3399,9100.0
2002.0,"3211  3219, 3271  3279, 3311  3399",124500.0
2002.0,"3111  3169, 3221  3262",73300.0
2002.0,41 & over,1559700.0
2002.0,4111  4543,318500.0
2002.0,4111  4191,72200.0
2002.0,4111,2000.0
2002.0,4121,
2002.0,4131  4133,11200.0
2002.0,4141  4145,8500.0
2002.0,4151  4153,4000.0
2002.0,4161  4163,10900.0
2002.0,4171  4179,20100.0
2002.0,"4181  4189, 4191",14300.0
2002.0,4411  4543,246300.0
2002.0,4411  4413,23800.0
2002.0,4421  4422,9500.0
2002.0,4431,12900.0
2002.0,4441  4442,13600.0
2002.0,4451  4453,64000.0
2002.0,4461,20000.0
2002.0,4471,12200.0
2002.0,4481  4483,21500.0
2002.0,4511  4513,10900.0
2002.0,4521  4529,29000.0
2002.0,4531  4539,23100.0
2002.0,4541  4543,6000.0
2002.0,4811  4931,110300.0
2002.0,4811  4922,105200.0
2002.0,4811  4812,14200.0
2002.0,4821,6600.0
2002.0,4831  4832,6400.0
2002.0,4841  4842,27800.0
2002.0,4851  4859,16600.0
2002.0,4861  4869,
2002.0,"4871  4879 , 4881  4889",19700.0
2002.0,4911,7200.0
2002.0,4921  4922,6600.0
2002.0,4931,5100.0
2002.0,5211  5331,123800.0
2002.0,"5211, 5221  5223",39100.0
2002.0,5231  5239,17700.0
2002.0,"5241  5242, 5261  5269",23700.0
2002.0,5311  5313,32300.0
2002.0,"5321  5324, 5331",11000.0
2002.0,5411  5419,134000.0
2002.0,5411,21200.0
2002.0,5412,20500.0
2002.0,5413  5414,31600.0
2002.0,5415,25600.0
2002.0,5416  5417,20500.0
2002.0,5418,6400.0
2002.0,5419,8100.0
2002.0,5511  5629,71800.0
2002.0,5613,5300.0
2002.0,5614,6800.0
2002.0,5615,9000.0
2002.0,5616,6700.0
2002.0,5617,36700.0
2002.0,"5511, 5611  5612, 5619",3300.0
2002.0,5621  5629,3900.0
2002.0,6111  6117,136700.0
2002.0,6111,80200.0
2002.0,6112,14600.0
2002.0,6113,21400.0
2002.0,6114  6117,20500.0
2002.0,6211  6244,211200.0
2002.0,6211  6219,51100.0
2002.0,6220,76300.0
2002.0,6230,35100.0
2002.0,6241  6244,48700.0
2002.0,"5111  5191, 7111  7139",105000.0
2002.0,"5111  5112, 5161",11300.0
2002.0,5121  5122,10100.0
2002.0,"5151  5152, 5171  5179",30800.0
2002.0,5181  5191,4400.0
2002.0,7111  7115,20500.0
2002.0,7121,2500.0
2002.0,7131  7139,25400.0
2002.0,7211  7225,163000.0
2002.0,7211  7213,39400.0
2002.0,7221  7224,123600.0
2002.0,8111  8141,96000.0
2002.0,8111  8114,36700.0
2002.0,8121  8129,24100.0
2002.0,8131  8139,20800.0
2002.0,8141,14400.0
2002.0,9110  9191,89500.0
2002.0,"9110, 9111",32800.0
2002.0,9120,27500.0
2002.0,"9130, 9141, 9191",29200.0
2003.0,0,1998100.0
2003.0,"11,21,22,23,31,32,33",413000.0
2003.0,"1100  1129, 1151  1152",33200.0
2003.0,1111  1119,15800.0
2003.0,1121  1129,13600.0
2003.0,1100,1600.0
2003.0,1151  1152,2200.0
2003.0,"1131  1142, 1153, 2100  2131",44500.0
2003.0,"1131  1133, 1153",26900.0
2003.0,1141  1142,4500.0
2003.0,2100  2131,13100.0
2003.0,2111,2500.0
2003.0,"2121  2123, 2100",6400.0
2003.0,2131,4200.0
2003.0,2211  2213,11100.0
2003.0,2361  2389,117600.0
2003.0,23612362,31400.0
2003.0,2361,21600.0
2003.0,2362,9700.0
2003.0,23712379,15100.0
2003.0,2371,2900.0
2003.0,2372,2000.0
2003.0,2373,8400.0
2003.0,2379,1800.0
2003.0,2381  2389,71200.0
2003.0,2381,12200.0
2003.0,2382,22700.0
2003.0,2383,21500.0
2003.0,2389,14700.0
2003.0,3111  3399,206500.0
2003.0,3111  3119,27100.0
2003.0,3121  3122,4300.0
2003.0,"3131  3133, 3141  3149",1800.0
2003.0,"3151  3159, 3161  3169",5600.0
2003.0,3211  3219,51400.0
2003.0,3221  3222,14300.0
2003.0,3231,7800.0
2003.0,3241,2000.0
2003.0,3251  3259,7100.0
2003.0,3261  3262,7200.0
2003.0,3271  3279,5600.0
2003.0,3311  3315,9200.0
2003.0,3321  3329,13800.0
2003.0,3331  3339,8800.0
2003.0,3341  3346,10100.0
2003.0,3351  3359,2800.0
2003.0,3361  3369,12000.0
2003.0,3361  3363,5100.0
2003.0,3364  3369,6900.0
2003.0,3371  3379,4400.0
2003.0,3391  3399,11300.0
2003.0,"3211  3219, 3271  3279, 3311  3399",129300.0
2003.0,"3111  3169, 3221  3262",77200.0
2003.0,41 & over,1585100.0
2003.0,4111  4543,325600.0
2003.0,4111  4191,76300.0
2003.0,4111,
2003.0,4121,
2003.0,4131  4133,11600.0
2003.0,4141  4145,10400.0
2003.0,4151  4153,5100.0
2003.0,4161  4163,8800.0
2003.0,4171  4179,21400.0
2003.0,"4181  4189, 4191",17700.0
2003.0,4411  4543,249300.0
2003.0,4411  4413,26700.0
2003.0,4421  4422,9300.0
2003.0,4431,11400.0
2003.0,4441  4442,15400.0
2003.0,4451  4453,70800.0
2003.0,4461,19000.0
2003.0,4471,8000.0
2003.0,4481  4483,17800.0
2003.0,4511  4513,11300.0
2003.0,4521  4529,29900.0
2003.0,4531  4539,23000.0
2003.0,4541  4543,6700.0
2003.0,4811  4931,114500.0
2003.0,4811  4922,108900.0
2003.0,4811  4812,14000.0
2003.0,4821,7800.0
2003.0,4831  4832,6600.0
2003.0,4841  4842,29500.0
2003.0,4851  4859,12100.0
2003.0,4861  4869,
2003.0,"4871  4879 , 4881  4889",21200.0
2003.0,4911,8400.0
2003.0,4921  4922,8300.0
2003.0,4931,5600.0
2003.0,5211  5331,125900.0
2003.0,"5211, 5221  5223",42500.0
2003.0,5231  5239,17600.0
2003.0,"5241  5242, 5261  5269",20700.0
2003.0,5311  5313,34600.0
2003.0,"5321  5324, 5331",10600.0
2003.0,5411  5419,136000.0
2003.0,5411,21200.0
2003.0,5412,18200.0
2003.0,5413  5414,35200.0
2003.0,5415,28500.0
2003.0,5416  5417,20200.0
2003.0,5418,5400.0
2003.0,5419,7300.0
2003.0,5511  5629,78900.0
2003.0,5613,5700.0
2003.0,5614,10200.0
2003.0,5615,6700.0
2003.0,5616,10600.0
2003.0,5617,38400.0
2003.0,"5511, 5611  5612, 5619",2700.0
2003.0,5621  5629,4500.0
2003.0,6111  6117,136800.0
2003.0,6111,76900.0
2003.0,6112,14000.0
2003.0,6113,30300.0
2003.0,6114  6117,15700.0
2003.0,6211  6244,214300.0
2003.0,6211  6219,57800.0
2003.0,6220,73700.0
2003.0,6230,32200.0
2003.0,6241  6244,50700.0
2003.0,"5111  5191, 7111  7139",105300.0
2003.0,"5111  5112, 5161",13800.0
2003.0,5121  5122,10700.0
2003.0,"5151  5152, 5171  5179",21000.0
2003.0,5181  5191,4500.0
2003.0,7111  7115,17100.0
2003.0,7121,3900.0
2003.0,7131  7139,34400.0
2003.0,7211  7225,159100.0
2003.0,7211  7213,37200.0
2003.0,7221  7224,122000.0
2003.0,8111  8141,93900.0
2003.0,8111  8114,35500.0
2003.0,8121  8129,27700.0
2003.0,8131  8139,18100.0
2003.0,8141,12600.0
2003.0,9110  9191,94600.0
2003.0,"9110, 9111",37000.0
2003.0,9120,28600.0
2003.0,"9130, 9141, 9191",29000.0
2004.0,0,2028300.0
2004.0,"11,21,22,23,31,32,33",431200.0
2004.0,"1100  1129, 1151  1152",36000.0
2004.0,1111  1119,20600.0
2004.0,1121  1129,11500.0
2004.0,1100,
2004.0,1151  1152,2800.0
2004.0,"1131  1142, 1153, 2100  2131",35700.0
2004.0,"1131  1133, 1153",21500.0
2004.0,1141  1142,2900.0
2004.0,2100  2131,11300.0
2004.0,2111,2500.0
2004.0,"2121  2123, 2100",3900.0
2004.0,2131,4900.0
2004.0,2211  2213,9100.0
2004.0,2361  2389,142100.0
2004.0,23612362,34300.0
2004.0,2361,23400.0
2004.0,2362,10900.0
2004.0,23712379,16200.0
2004.0,2371,4600.0
2004.0,2372,1900.0
2004.0,2373,8100.0
2004.0,2379,1600.0
2004.0,2381  2389,91600.0
2004.0,2381,15200.0
2004.0,2382,27500.0
2004.0,2383,30500.0
2004.0,2389,18400.0
2004.0,3111  3399,208400.0
2004.0,3111  3119,25400.0
2004.0,3121  3122,5700.0
2004.0,"3131  3133, 3141  3149",2000.0
2004.0,"3151  3159, 3161  3169",9500.0
2004.0,3211  3219,48800.0
2004.0,3221  3222,12000.0
2004.0,3231,7800.0
2004.0,3241,
2004.0,3251  3259,8400.0
2004.0,3261  3262,7500.0
2004.0,3271  3279,7600.0
2004.0,3311  3315,6700.0
2004.0,3321  3329,14500.0
2004.0,3331  3339,9600.0
2004.0,3341  3346,9900.0
2004.0,3351  3359,3900.0
2004.0,3361  3369,11500.0
2004.0,3361  3363,2900.0
2004.0,3364  3369,8600.0
2004.0,3371  3379,5200.0
2004.0,3391  3399,11500.0
2004.0,"3211  3219, 3271  3279, 3311  3399",129100.0
2004.0,"3111  3169, 3221  3262",79200.0
2004.0,41 & over,1597100.0
2004.0,4111  4543,313000.0
2004.0,4111  4191,65500.0
2004.0,4111,
2004.0,4121,
2004.0,4131  4133,11200.0
2004.0,4141  4145,8700.0
2004.0,4151  4153,5900.0
2004.0,4161  4163,7900.0
2004.0,4171  4179,16700.0
2004.0,"4181  4189, 4191",13000.0
2004.0,4411  4543,247500.0
2004.0,4411  4413,25900.0
2004.0,4421  4422,6900.0
2004.0,4431,11700.0
2004.0,4441  4442,13200.0
2004.0,4451  4453,65100.0
2004.0,4461,12900.0
2004.0,4471,11400.0
2004.0,4481  4483,24800.0
2004.0,4511  4513,13500.0
2004.0,4521  4529,28600.0
2004.0,4531  4539,25600.0
2004.0,4541  4543,7700.0
2004.0,4811  4931,112600.0
2004.0,4811  4922,108000.0
2004.0,4811  4812,11500.0
2004.0,4821,7700.0
2004.0,4831  4832,5400.0
2004.0,4841  4842,30700.0
2004.0,4851  4859,15300.0
2004.0,4861  4869,
2004.0,"4871  4879 , 4881  4889",19600.0
2004.0,4911,7600.0
2004.0,4921  4922,10000.0
2004.0,4931,4600.0
2004.0,5211  5331,127900.0
2004.0,"5211, 5221  5223",40200.0
2004.0,5231  5239,14900.0
2004.0,"5241  5242, 5261  5269",26700.0
2004.0,5311  5313,34800.0
2004.0,"5321  5324, 5331",11300.0
2004.0,5411  5419,143100.0
2004.0,5411,17800.0
2004.0,5412,20700.0
2004.0,5413  5414,35200.0
2004.0,5415,31600.0
2004.0,5416  5417,23500.0
2004.0,5418,6700.0
2004.0,5419,7800.0
2004.0,5511  5629,79600.0
2004.0,5613,5000.0
2004.0,5614,8300.0
2004.0,5615,11700.0
2004.0,5616,9800.0
2004.0,5617,35600.0
2004.0,"5511, 5611  5612, 5619",4300.0
2004.0,5621  5629,4800.0
2004.0,6111  6117,132400.0
2004.0,6111,75600.0
2004.0,6112,14800.0
2004.0,6113,23600.0
2004.0,6114  6117,18400.0
2004.0,6211  6244,216700.0
2004.0,6211  6219,51300.0
2004.0,6220,77300.0
2004.0,6230,31700.0
2004.0,6241  6244,56500.0
2004.0,"5111  5191, 7111  7139",109800.0
2004.0,"5111  5112, 5161",14500.0
2004.0,5121  5122,10500.0
2004.0,"5151  5152, 5171  5179",24400.0
2004.0,5181  5191,5300.0
2004.0,7111  7115,20600.0
2004.0,7121,2400.0
2004.0,7131  7139,32100.0
2004.0,7211  7225,170000.0
2004.0,7211  7213,39700.0
2004.0,7221  7224,130300.0
2004.0,8111  8141,92700.0
2004.0,8111  8114,32400.0
2004.0,8121  8129,29600.0
2004.0,8131  8139,18100.0
2004.0,8141,12600.0
2004.0,9110  9191,99100.0
2004.0,"9110, 9111",34700.0
2004.0,9120,29700.0
2004.0,"9130, 9141, 9191",34700.0
2005.0,0,2089700.0
2005.0,"11,21,22,23,31,32,33",445100.0
2005.0,"1100  1129, 1151  1152",38300.0
2005.0,1111  1119,19600.0
2005.0,1121  1129,14200.0
2005.0,1100,3000.0
2005.0,1151  1152,1500.0
2005.0,"1131  1142, 1153, 2100  2131",37500.0
2005.0,"1131  1133, 1153",21600.0
2005.0,1141  1142,2100.0
2005.0,2100  2131,13800.0
2005.0,2111,2500.0
2005.0,"2121  2123, 2100",7000.0
2005.0,2131,4400.0
2005.0,2211  2213,10200.0
2005.0,2361  2389,165800.0
2005.0,23612362,51200.0
2005.0,2361,40700.0
2005.0,2362,10500.0
2005.0,23712379,14100.0
2005.0,2371,3100.0
2005.0,2372,2500.0
2005.0,2373,7800.0
2005.0,2379,
2005.0,2381  2389,100500.0
2005.0,2381,25500.0
2005.0,2382,29800.0
2005.0,2383,29800.0
2005.0,2389,15400.0
2005.0,3111  3399,193400.0
2005.0,3111  3119,25900.0
2005.0,3121  3122,5000.0
2005.0,"3131  3133, 3141  3149",2100.0
2005.0,"3151  3159, 3161  3169",5100.0
2005.0,3211  3219,47400.0
2005.0,3221  3222,11900.0
2005.0,3231,7700.0
2005.0,3241,
2005.0,3251  3259,6300.0
2005.0,3261  3262,6700.0
2005.0,3271  3279,6400.0
2005.0,3311  3315,6500.0
2005.0,3321  3329,17600.0
2005.0,3331  3339,9700.0
2005.0,3341  3346,7800.0
2005.0,3351  3359,3000.0
2005.0,3361  3369,9000.0
2005.0,3361  3363,3400.0
2005.0,3364  3369,5600.0
2005.0,3371  3379,5300.0
2005.0,3391  3399,9600.0
2005.0,"3211  3219, 3271  3279, 3311  3399",122400.0
2005.0,"3111  3169, 3221  3262",71000.0
2005.0,41 & over,1644600.0
2005.0,4111  4543,329800.0
2005.0,4111  4191,78500.0
2005.0,4111,
2005.0,4121,
2005.0,4131  4133,13300.0
2005.0,4141  4145,9500.0
2005.0,4151  4153,7000.0
2005.0,4161  4163,10800.0
2005.0,4171  4179,19800.0
2005.0,"4181  4189, 4191",16100.0
2005.0,4411  4543,251300.0
2005.0,4411  4413,24100.0
2005.0,4421  4422,8100.0
2005.0,4431,10200.0
2005.0,4441  4442,19500.0
2005.0,4451  4453,67000.0
2005.0,4461,16400.0
2005.0,4471,10200.0
2005.0,4481  4483,21900.0
2005.0,4511  4513,13200.0
2005.0,4521  4529,28500.0
2005.0,4531  4539,24000.0
2005.0,4541  4543,8000.0
2005.0,4811  4931,116300.0
2005.0,4811  4922,111700.0
2005.0,4811  4812,13200.0
2005.0,4821,6000.0
2005.0,4831  4832,5200.0
2005.0,4841  4842,34800.0
2005.0,4851  4859,16700.0
2005.0,4861  4869,
2005.0,"4871  4879 , 4881  4889",18100.0
2005.0,4911,8100.0
2005.0,4921  4922,9100.0
