state,region,year,value
Minas Gerais,Vale do Rio Doce,2011,23124454.07
Minas Gerais,Vale do Rio Doce,2012,25027755.85
Minas Gerais,Vale do Rio Doce,2013,27916132.86
Minas Gerais,Vale do Rio Doce,2014,29155982.2
Minas Gerais,Vale do Rio Doce,2015,29885562.97
Minas Gerais,Vale do Rio Doce,2016,30857242.29
Minas Gerais,Vale do Rio Doce,2017,33516539.32
Minas Gerais,Oeste de Minas,2002,4765784.7
Minas Gerais,Oeste de Minas,2003,5572860.01
Minas Gerais,Oeste de Minas,2004,6909127.02
Minas Gerais,Oeste de Minas,2005,7587634.79
Minas Gerais,Oeste de Minas,2006,8605717.08
Minas Gerais,Oeste de Minas,2007,9428065.6
Minas Gerais,Oeste de Minas,2008,10882886.7
Minas Gerais,Oeste de Minas,2009,10947750.26
Minas Gerais,Oeste de Minas,2010,13165917.97
Minas Gerais,Oeste de Minas,2011,15859980.03
Minas Gerais,Oeste de Minas,2012,17510506.41
Minas Gerais,Oeste de Minas,2013,19551718.19
Minas Gerais,Oeste de Minas,2014,21254186.38
Minas Gerais,Oeste de Minas,2015,21819462.81
Minas Gerais,Oeste de Minas,2016,23691487.9
Minas Gerais,Oeste de Minas,2017,25484912.11
Minas Gerais,Sul/Sudoeste de Minas,2002,15050055.15
Minas Gerais,Sul/Sudoeste de Minas,2003,16713172.04
Minas Gerais,Sul/Sudoeste de Minas,2004,20446029.62
Minas Gerais,Sul/Sudoeste de Minas,2005,22115738.4
Minas Gerais,Sul/Sudoeste de Minas,2006,25466893.79
Minas Gerais,Sul/Sudoeste de Minas,2007,27369926.11
Minas Gerais,Sul/Sudoeste de Minas,2008,30726903.06
Minas Gerais,Sul/Sudoeste de Minas,2009,31987770.65
Minas Gerais,Sul/Sudoeste de Minas,2010,39023958.8
Minas Gerais,Sul/Sudoeste de Minas,2011,45597529.3
Minas Gerais,Sul/Sudoeste de Minas,2012,49680655.69
Minas Gerais,Sul/Sudoeste de Minas,2013,53943034.47
Minas Gerais,Sul/Sudoeste de Minas,2014,60476313.97
Minas Gerais,Sul/Sudoeste de Minas,2015,63741049.47
Minas Gerais,Sul/Sudoeste de Minas,2016,69170560.33
Minas Gerais,Sul/Sudoeste de Minas,2017,74197546.85
Minas Gerais,Campo das Vertentes,2002,2770095.06
Minas Gerais,Campo das Vertentes,2003,3209351.23
Minas Gerais,Campo das Vertentes,2004,3795833.73
Minas Gerais,Campo das Vertentes,2005,3984100.62
Minas Gerais,Campo das Vertentes,2006,4335591.94
Minas Gerais,Campo das Vertentes,2007,4764047.9
Minas Gerais,Campo das Vertentes,2008,5440477.46
Minas Gerais,Campo das Vertentes,2009,5701351.32
Minas Gerais,Campo das Vertentes,2010,6831877.3
Minas Gerais,Campo das Vertentes,2011,7772436.13
Minas Gerais,Campo das Vertentes,2012,8501599.65
Minas Gerais,Campo das Vertentes,2013,9621560.58
Minas Gerais,Campo das Vertentes,2014,10011861.99
Minas Gerais,Campo das Vertentes,2015,10314331.48
Minas Gerais,Campo das Vertentes,2016,11407435.93
Minas Gerais,Campo das Vertentes,2017,11858454.29
Minas Gerais,Zona da Mata,2002,10347740.11
Minas Gerais,Zona da Mata,2003,11750402.55
Minas Gerais,Zona da Mata,2004,13737475.68
Minas Gerais,Zona da Mata,2005,15087684.99
Minas Gerais,Zona da Mata,2006,17070426.81
Minas Gerais,Zona da Mata,2007,19120436.45
Minas Gerais,Zona da Mata,2008,21555998.74
Minas Gerais,Zona da Mata,2009,22790741.23
Minas Gerais,Zona da Mata,2010,27426333.2
Minas Gerais,Zona da Mata,2011,30738582.08
Minas Gerais,Zona da Mata,2012,33480152.18
Minas Gerais,Zona da Mata,2013,36674066.11
Minas Gerais,Zona da Mata,2014,39583299.32
Minas Gerais,Zona da Mata,2015,41736198.08
Minas Gerais,Zona da Mata,2016,43851292.94
Minas Gerais,Zona da Mata,2017,46889771.56
Espírito Santo,Noroeste Espírito-santense,2002,1731278.9
Espírito Santo,Noroeste Espírito-santense,2003,1990146.62
Espírito Santo,Noroeste Espírito-santense,2004,2343577.09
Espírito Santo,Noroeste Espírito-santense,2005,2825210.99
Espírito Santo,Noroeste Espírito-santense,2006,3325791.18
Espírito Santo,Noroeste Espírito-santense,2007,3588537.89
Espírito Santo,Noroeste Espírito-santense,2008,3938186.51
Espírito Santo,Noroeste Espírito-santense,2009,4295826.25
Espírito Santo,Noroeste Espírito-santense,2010,5057570.19
Espírito Santo,Noroeste Espírito-santense,2011,5950035.98
Espírito Santo,Noroeste Espírito-santense,2012,6847428.94
Espírito Santo,Noroeste Espírito-santense,2013,6914206.17
Espírito Santo,Noroeste Espírito-santense,2014,8020147.7
Espírito Santo,Noroeste Espírito-santense,2015,8484884.75
Espírito Santo,Noroeste Espírito-santense,2016,8622469.65
Espírito Santo,Noroeste Espírito-santense,2017,8693471.12
Espírito Santo,Litoral Norte Espírito-santense,2002,3947292.57
Espírito Santo,Litoral Norte Espírito-santense,2003,4839404.57
Espírito Santo,Litoral Norte Espírito-santense,2004,5366745.14
Espírito Santo,Litoral Norte Espírito-santense,2005,6572411.96
Espírito Santo,Litoral Norte Espírito-santense,2006,8625754.43
Espírito Santo,Litoral Norte Espírito-santense,2007,9634766.82
Espírito Santo,Litoral Norte Espírito-santense,2008,11778891.42
Espírito Santo,Litoral Norte Espírito-santense,2009,10122250.67
Espírito Santo,Litoral Norte Espírito-santense,2010,11774354.23
Espírito Santo,Litoral Norte Espírito-santense,2011,14713381.71
Espírito Santo,Litoral Norte Espírito-santense,2012,15423565.29
Espírito Santo,Litoral Norte Espírito-santense,2013,16025169.26
Espírito Santo,Litoral Norte Espírito-santense,2014,16282453.65
Espírito Santo,Litoral Norte Espírito-santense,2015,16899226.76
Espírito Santo,Litoral Norte Espírito-santense,2016,15859269.33
Espírito Santo,Litoral Norte Espírito-santense,2017,16878440.96
Espírito Santo,Central Espírito-santense,2002,18771974.04
Espírito Santo,Central Espírito-santense,2003,21417890.18
Espírito Santo,Central Espírito-santense,2004,28157605.44
Espírito Santo,Central Espírito-santense,2005,32982320.72
Espírito Santo,Central Espírito-santense,2006,36541557.48
Espírito Santo,Central Espírito-santense,2007,40931410.44
Espírito Santo,Central Espírito-santense,2008,48452527.32
Espírito Santo,Central Espírito-santense,2009,46886806.74
Espírito Santo,Central Espírito-santense,2010,57316274.11
Espírito Santo,Central Espírito-santense,2011,65344654.29
Espírito Santo,Central Espírito-santense,2012,69369515.75
Espírito Santo,Central Espírito-santense,2013,67241047.82
Espírito Santo,Central Espírito-santense,2014,74452234.94
Espírito Santo,Central Espírito-santense,2015,72487197.01
Espírito Santo,Central Espírito-santense,2016,69534325.77
Espírito Santo,Central Espírito-santense,2017,69570187.64
Espírito Santo,Sul Espírito-santense,2002,2598451.05
Espírito Santo,Sul Espírito-santense,2003,3271664.42
Espírito Santo,Sul Espírito-santense,2004,3864710.73
Espírito Santo,Sul Espírito-santense,2005,4640643.94
Espírito Santo,Sul Espírito-santense,2006,4970765.37
Espírito Santo,Sul Espírito-santense,2007,6503679.82
Espírito Santo,Sul Espírito-santense,2008,7921552.85
Espírito Santo,Sul Espírito-santense,2009,7910477.08
Espírito Santo,Sul Espírito-santense,2010,11162086.01
Espírito Santo,Sul Espírito-santense,2011,19968150.21
Espírito Santo,Sul Espírito-santense,2012,25210070.57
Espírito Santo,Sul Espírito-santense,2013,27093923.7
Espírito Santo,Sul Espírito-santense,2014,30028944.85
Espírito Santo,Sul Espírito-santense,2015,22494671.4
Espírito Santo,Sul Espírito-santense,2016,15248358.34
Espírito Santo,Sul Espírito-santense,2017,18209762.85
Rio de Janeiro,Noroeste Fluminense,2002,1773712.31
Rio de Janeiro,Noroeste Fluminense,2003,1977204.38
Rio de Janeiro,Noroeste Fluminense,2004,2176413.1
Rio de Janeiro,Noroeste Fluminense,2005,2621261.97
Rio de Janeiro,Noroeste Fluminense,2006,2799294.69
Rio de Janeiro,Noroeste Fluminense,2007,2752676.53
Rio de Janeiro,Noroeste Fluminense,2008,3507803.72
Rio de Janeiro,Noroeste Fluminense,2009,3645249.77
Rio de Janeiro,Noroeste Fluminense,2010,3934116.7
Rio de Janeiro,Noroeste Fluminense,2011,4474693.21
Rio de Janeiro,Noroeste Fluminense,2012,5052091.67
Rio de Janeiro,Noroeste Fluminense,2013,5602086.59
Rio de Janeiro,Noroeste Fluminense,2014,6785228.83
Rio de Janeiro,Noroeste Fluminense,2015,6779928.03
Rio de Janeiro,Noroeste Fluminense,2016,7155270.35
Rio de Janeiro,Noroeste Fluminense,2017,7348794.63
Rio de Janeiro,Norte Fluminense,2002,20128394.43
Rio de Janeiro,Norte Fluminense,2003,24256758.45
Rio de Janeiro,Norte Fluminense,2004,28437133.52
Rio de Janeiro,Norte Fluminense,2005,39311199.25
Rio de Janeiro,Norte Fluminense,2006,49237702.09
Rio de Janeiro,Norte Fluminense,2007,47814386.07
Rio de Janeiro,Norte Fluminense,2008,70579200.11
Rio de Janeiro,Norte Fluminense,2009,52019452.97
Rio de Janeiro,Norte Fluminense,2010,63956725.11
Rio de Janeiro,Norte Fluminense,2011,81431966.25
Rio de Janeiro,Norte Fluminense,2012,92162702.14
Rio de Janeiro,Norte Fluminense,2013,92870558.97
Rio de Janeiro,Norte Fluminense,2014,95977870.51
Rio de Janeiro,Norte Fluminense,2015,66329585.09
Rio de Janeiro,Norte Fluminense,2016,42383656.56
Rio de Janeiro,Norte Fluminense,2017,45210665.69
Rio de Janeiro,Centro Fluminense,2002,3584169.76
Rio de Janeiro,Centro Fluminense,2003,3932169.02
Rio de Janeiro,Centro Fluminense,2004,4322159.67
Rio de Janeiro,Centro Fluminense,2005,4345480.49
Rio de Janeiro,Centro Fluminense,2006,4912203.67
Rio de Janeiro,Centro Fluminense,2007,5376695.69
Rio de Janeiro,Centro Fluminense,2008,6492673.37
Rio de Janeiro,Centro Fluminense,2009,7477644.19
Rio de Janeiro,Centro Fluminense,2010,8641599.47
Rio de Janeiro,Centro Fluminense,2011,9064383.49
Rio de Janeiro,Centro Fluminense,2012,10459931.31
Rio de Janeiro,Centro Fluminense,2013,11591480.96
Rio de Janeiro,Centro Fluminense,2014,12873744.86
Rio de Janeiro,Centro Fluminense,2015,13903323.07
Rio de Janeiro,Centro Fluminense,2016,14492869.32
Rio de Janeiro,Centro Fluminense,2017,14535316.55
Rio de Janeiro,Baixadas,2002,9496914.39
Rio de Janeiro,Baixadas,2003,10853111.2
Rio de Janeiro,Baixadas,2004,12887295.2
Rio de Janeiro,Baixadas,2005,20929338.82
Rio de Janeiro,Baixadas,2006,25827467.57
Rio de Janeiro,Baixadas,2007,23428685.39
Rio de Janeiro,Baixadas,2008,28875698.11
Rio de Janeiro,Baixadas,2009,22345567.0
Rio de Janeiro,Baixadas,2010,26814899.52
Rio de Janeiro,Baixadas,2011,35746058.99
Rio de Janeiro,Baixadas,2012,45759714.79
Rio de Janeiro,Baixadas,2013,46291119.75
Rio de Janeiro,Baixadas,2014,46724634.52
Rio de Janeiro,Baixadas,2015,31465940.25
Rio de Janeiro,Baixadas,2016,22903892.48
Rio de Janeiro,Baixadas,2017,25675104.78
Rio de Janeiro,Sul Fluminense,2002,13411293.76
Rio de Janeiro,Sul Fluminense,2003,15299732.13
Rio de Janeiro,Sul Fluminense,2004,20242364.64
Rio de Janeiro,Sul Fluminense,2005,19166178.13
Rio de Janeiro,Sul Fluminense,2006,20386951.25
Rio de Janeiro,Sul Fluminense,2007,23640730.95
Rio de Janeiro,Sul Fluminense,2008,30209453.68
Rio de Janeiro,Sul Fluminense,2009,29722137.37
Rio de Janeiro,Sul Fluminense,2010,37220654.25
Rio de Janeiro,Sul Fluminense,2011,38826097.82
Rio de Janeiro,Sul Fluminense,2012,42336751.17
Rio de Janeiro,Sul Fluminense,2013,46839632.23
Rio de Janeiro,Sul Fluminense,2014,47578960.93
Rio de Janeiro,Sul Fluminense,2015,44835330.32
Rio de Janeiro,Sul Fluminense,2016,45465519.02
Rio de Janeiro,Sul Fluminense,2017,50164358.97
Rio de Janeiro,Metropolitana do Rio de Janeiro,2002,135916430.6
Rio de Janeiro,Metropolitana do Rio de Janeiro,2003,146321813.4
Rio de Janeiro,Metropolitana do Rio de Janeiro,2004,173141372.1
Rio de Janeiro,Metropolitana do Rio de Janeiro,2005,183456602.3
Rio de Janeiro,Metropolitana do Rio de Janeiro,2006,196574563.7
Rio de Janeiro,Metropolitana do Rio de Janeiro,2007,220685110.9
Rio de Janeiro,Metropolitana do Rio de Janeiro,2008,238620971.3
Rio de Janeiro,Metropolitana do Rio de Janeiro,2009,276440803.0
Rio de Janeiro,Metropolitana do Rio de Janeiro,2010,309290106.1
Rio de Janeiro,Metropolitana do Rio de Janeiro,2011,343224705.0
Rio de Janeiro,Metropolitana do Rio de Janeiro,2012,379113782.1
Rio de Janeiro,Metropolitana do Rio de Janeiro,2013,425031190.9
Rio de Janeiro,Metropolitana do Rio de Janeiro,2014,461136404.7
Rio de Janeiro,Metropolitana do Rio de Janeiro,2015,495824845.1
Rio de Janeiro,Metropolitana do Rio de Janeiro,2016,507999998.7
Rio de Janeiro,Metropolitana do Rio de Janeiro,2017,528428123.3
São Paulo,São José do Rio Preto,2002,13230528.83
São Paulo,São José do Rio Preto,2003,14819190.22
São Paulo,São José do Rio Preto,2004,15143469.22
São Paulo,São José do Rio Preto,2005,17277621.38
São Paulo,São José do Rio Preto,2006,19566649.57
São Paulo,São José do Rio Preto,2007,21581247.41
São Paulo,São José do Rio Preto,2008,23822203.23
São Paulo,São José do Rio Preto,2009,26949991.09
São Paulo,São José do Rio Preto,2010,30532917.3
São Paulo,São José do Rio Preto,2011,34175128.98
São Paulo,São José do Rio Preto,2012,37999612.31
São Paulo,São José do Rio Preto,2013,42751954.32
São Paulo,São José do Rio Preto,2014,45170245.29
São Paulo,São José do Rio Preto,2015,49487527.52
São Paulo,São José do Rio Preto,2016,50630455.87
São Paulo,São José do Rio Preto,2017,54882526.3
São Paulo,Ribeirão Preto,2002,22825313.96
São Paulo,Ribeirão Preto,2003,25756569.27
São Paulo,Ribeirão Preto,2004,27493655.5
São Paulo,Ribeirão Preto,2005,31122946.16
São Paulo,Ribeirão Preto,2006,35957575.24
São Paulo,Ribeirão Preto,2007,38862358.32
São Paulo,Ribeirão Preto,2008,41948891.79
São Paulo,Ribeirão Preto,2009,46383974.31
São Paulo,Ribeirão Preto,2010,53174232.32
São Paulo,Ribeirão Preto,2011,59181620.34
São Paulo,Ribeirão Preto,2012,65225910.38
São Paulo,Ribeirão Preto,2013,71952648.24
São Paulo,Ribeirão Preto,2014,78817657.52
São Paulo,Ribeirão Preto,2015,83598846.18
São Paulo,Ribeirão Preto,2016,91666908.39
São Paulo,Ribeirão Preto,2017,99387537.69
São Paulo,Araçatuba,2002,5647312.81
São Paulo,Araçatuba,2003,6274147.69
São Paulo,Araçatuba,2004,6690662.79
São Paulo,Araçatuba,2005,7257755.47
São Paulo,Araçatuba,2006,8298835.11
São Paulo,Araçatuba,2007,9241404.14
São Paulo,Araçatuba,2008,10018426.69
São Paulo,Araçatuba,2009,11575926.19
São Paulo,Araçatuba,2010,13134340.67
São Paulo,Araçatuba,2011,14902107.8
São Paulo,Araçatuba,2012,16579425.96
São Paulo,Araçatuba,2013,18213008.41
São Paulo,Araçatuba,2014,19036613.26
São Paulo,Araçatuba,2015,22259068.98
São Paulo,Araçatuba,2016,21836415.5
São Paulo,Araçatuba,2017,22865240.7
São Paulo,Bauru,2002,11784255.0
São Paulo,Bauru,2003,13439967.21
São Paulo,Bauru,2004,14838592.18
São Paulo,Bauru,2005,17211209.84
São Paulo,Bauru,2006,19655653.06
São Paulo,Bauru,2007,22015955.48
São Paulo,Bauru,2008,23964313.95
São Paulo,Bauru,2009,27389530.89
São Paulo,Bauru,2010,31453300.83
São Paulo,Bauru,2011,35135650.87
São Paulo,Bauru,2012,37530809.51
São Paulo,Bauru,2013,41469354.5
São Paulo,Bauru,2014,44208594.46
São Paulo,Bauru,2015,49799578.47
São Paulo,Bauru,2016,49585601.83
São Paulo,Bauru,2017,51233906.18
São Paulo,Araraquara,2002,8416397.61
São Paulo,Araraquara,2003,9872422.06
São Paulo,Araraquara,2004,10125112.87
São Paulo,Araraquara,2005,11105717.34
São Paulo,Araraquara,2006,12486299.63
São Paulo,Araraquara,2007,13820864.35
São Paulo,Araraquara,2008,14972006.34
São Paulo,Araraquara,2009,16580461.53
São Paulo,Araraquara,2010,19197255.92
São Paulo,Araraquara,2011,21638821.32
São Paulo,Araraquara,2012,24196621.4
São Paulo,Araraquara,2013,26532929.32
São Paulo,Araraquara,2014,28190007.0
São Paulo,Araraquara,2015,30006929.04
São Paulo,Araraquara,2016,32305650.25
São Paulo,Araraquara,2017,33481146.62
São Paulo,Piracicaba,2002,15339142.73
São Paulo,Piracicaba,2003,18014217.42
São Paulo,Piracicaba,2004,20238779.24
São Paulo,Piracicaba,2005,23302781.61
São Paulo,Piracicaba,2006,26324330.75
São Paulo,Piracicaba,2007,30136236.69
São Paulo,Piracicaba,2008,33240754.2
São Paulo,Piracicaba,2009,34569928.01
São Paulo,Piracicaba,2010,39093178.51
São Paulo,Piracicaba,2011,45032198.37
São Paulo,Piracicaba,2012,48982427.87
São Paulo,Piracicaba,2013,56713173.68
São Paulo,Piracicaba,2014,61946410.47
São Paulo,Piracicaba,2015,61303060.71
São Paulo,Piracicaba,2016,65441764.61
São Paulo,Piracicaba,2017,67220855.39
São Paulo,Campinas,2002,50975114.22
São Paulo,Campinas,2003,59762668.87
São Paulo,Campinas,2004,67866238.27
São Paulo,Campinas,2005,76736921.37
São Paulo,Campinas,2006,82698799.14
São Paulo,Campinas,2007,93596225.48
São Paulo,Campinas,2008,106109455.7
São Paulo,Campinas,2009,113911733.4
São Paulo,Campinas,2010,131695023.7
São Paulo,Campinas,2011,141479643.4
São Paulo,Campinas,2012,158779332.8
São Paulo,Campinas,2013,169841213.8
São Paulo,Campinas,2014,185437638.2
São Paulo,Campinas,2015,197848195.5
São Paulo,Campinas,2016,218953515.2
São Paulo,Campinas,2017,228289596.2
São Paulo,Presidente Prudente,2002,6260593.78
São Paulo,Presidente Prudente,2003,6945287.23
São Paulo,Presidente Prudente,2004,7515466.23
São Paulo,Presidente Prudente,2005,8427749.09
São Paulo,Presidente Prudente,2006,9528092.15
São Paulo,Presidente Prudente,2007,10307471.94
São Paulo,Presidente Prudente,2008,11402532.51
São Paulo,Presidente Prudente,2009,13151865.12
São Paulo,Presidente Prudente,2010,14422093.11
São Paulo,Presidente Prudente,2011,15856487.76
São Paulo,Presidente Prudente,2012,17773885.1
São Paulo,Presidente Prudente,2013,19941880.82
São Paulo,Presidente Prudente,2014,20909549.54
São Paulo,Presidente Prudente,2015,24389719.02
São Paulo,Presidente Prudente,2016,24408387.47
São Paulo,Presidente Prudente,2017,24699150.91
São Paulo,Marília,2002,3690204.31
São Paulo,Marília,2003,4274906.64
São Paulo,Marília,2004,4633747.4
São Paulo,Marília,2005,4744430.09
São Paulo,Marília,2006,5142521.32
São Paulo,Marília,2007,5935291.12
São Paulo,Marília,2008,6698845.94
São Paulo,Marília,2009,7524371.8
São Paulo,Marília,2010,8458163.26
São Paulo,Marília,2011,9347150.29
São Paulo,Marília,2012,10625846.53
São Paulo,Marília,2013,12008953.18
São Paulo,Marília,2014,12475219.23
São Paulo,Marília,2015,13136884.36
São Paulo,Marília,2016,13640775.79
São Paulo,Marília,2017,14531061.79
São Paulo,Assis,2002,4695906.41
São Paulo,Assis,2003,5346212.16
São Paulo,Assis,2004,5403637.64
São Paulo,Assis,2005,5761894.36
São Paulo,Assis,2006,6437192.2
São Paulo,Assis,2007,6772659.09
São Paulo,Assis,2008,7493555.56
São Paulo,Assis,2009,8337992.28
São Paulo,Assis,2010,9510568.53
São Paulo,Assis,2011,10723969.26
São Paulo,Assis,2012,12104792.57
São Paulo,Assis,2013,13476321.12
São Paulo,Assis,2014,14728932.44
São Paulo,Assis,2015,15419607.58
São Paulo,Assis,2016,16870102.78
São Paulo,Assis,2017,17967348.29
São Paulo,Itapetininga,2002,5497353.0
São Paulo,Itapetininga,2003,6541536.19
São Paulo,Itapetininga,2004,7356670.83
São Paulo,Itapetininga,2005,8233450.04
São Paulo,Itapetininga,2006,9004052.45
São Paulo,Itapetininga,2007,10422429.89
São Paulo,Itapetininga,2008,11416438.46
São Paulo,Itapetininga,2009,13127506.31
São Paulo,Itapetininga,2010,13903987.51
São Paulo,Itapetininga,2011,15890475.87
São Paulo,Itapetininga,2012,17279292.2
São Paulo,Itapetininga,2013,19454552.25
São Paulo,Itapetininga,2014,22065504.11
São Paulo,Itapetininga,2015,23071425.57
São Paulo,Itapetininga,2016,24343569.81
São Paulo,Itapetininga,2017,24657042.78
São Paulo,Macro Metropolitana Paulista,2002,29560744.66
São Paulo,Macro Metropolitana Paulista,2003,34914396.4
São Paulo,Macro Metropolitana Paulista,2004,41218007.35
São Paulo,Macro Metropolitana Paulista,2005,46058803.7
São Paulo,Macro Metropolitana Paulista,2006,52338603.35
São Paulo,Macro Metropolitana Paulista,2007,62942971.77
São Paulo,Macro Metropolitana Paulista,2008,70338703.44
São Paulo,Macro Metropolitana Paulista,2009,74063197.65
São Paulo,Macro Metropolitana Paulista,2010,87742650.39
São Paulo,Macro Metropolitana Paulista,2011,101284647.4
São Paulo,Macro Metropolitana Paulista,2012,113363358.7
São Paulo,Macro Metropolitana Paulista,2013,127960952.2
São Paulo,Macro Metropolitana Paulista,2014,142958679.9
São Paulo,Macro Metropolitana Paulista,2015,146313737.3
São Paulo,Macro Metropolitana Paulista,2016,151416202.3
São Paulo,Macro Metropolitana Paulista,2017,160159104.9
São Paulo,Vale do Paraíba Paulista,2002,29500923.55
São Paulo,Vale do Paraíba Paulista,2003,34747649.62
São Paulo,Vale do Paraíba Paulista,2004,40145421.75
São Paulo,Vale do Paraíba Paulista,2005,42521119.33
São Paulo,Vale do Paraíba Paulista,2006,46007414.03
São Paulo,Vale do Paraíba Paulista,2007,52528227.62
São Paulo,Vale do Paraíba Paulista,2008,59760270.49
São Paulo,Vale do Paraíba Paulista,2009,62215157.87
São Paulo,Vale do Paraíba Paulista,2010,67986370.21
São Paulo,Vale do Paraíba Paulista,2011,72244493.44
São Paulo,Vale do Paraíba Paulista,2012,76989945.56
São Paulo,Vale do Paraíba Paulista,2013,86603171.31
São Paulo,Vale do Paraíba Paulista,2014,95839313.58
São Paulo,Vale do Paraíba Paulista,2015,97869235.0
São Paulo,Vale do Paraíba Paulista,2016,104243433.1
São Paulo,Vale do Paraíba Paulista,2017,110290854.4
São Paulo,Litoral Sul Paulista,2002,2557242.82
São Paulo,Litoral Sul Paulista,2003,2762977.45
São Paulo,Litoral Sul Paulista,2004,3155520.65
São Paulo,Litoral Sul Paulista,2005,3484057.07
São Paulo,Litoral Sul Paulista,2006,3755691.4
São Paulo,Litoral Sul Paulista,2007,3880174.32
São Paulo,Litoral Sul Paulista,2008,4455174.99
São Paulo,Litoral Sul Paulista,2009,4907775.82
São Paulo,Litoral Sul Paulista,2010,6290141.51
São Paulo,Litoral Sul Paulista,2011,7796635.09
São Paulo,Litoral Sul Paulista,2012,9845242.4
São Paulo,Litoral Sul Paulista,2013,11707401.92
São Paulo,Litoral Sul Paulista,2014,14650774.84
São Paulo,Litoral Sul Paulista,2015,11852040.61
São Paulo,Litoral Sul Paulista,2016,11127861.55
São Paulo,Litoral Sul Paulista,2017,12659433.2
São Paulo,Metropolitana de São Paulo,2002,308897781.5
São Paulo,Metropolitana de São Paulo,2003,347981883.2
São Paulo,Metropolitana de São Paulo,2004,381130575.6
São Paulo,Metropolitana de São Paulo,2005,439796487.6
São Paulo,Metropolitana de São Paulo,2006,487327589.7
São Paulo,Metropolitana de São Paulo,2007,553609662.4
São Paulo,Metropolitana de São Paulo,2008,616868594.7
São Paulo,Metropolitana de São Paulo,2009,666404413.9
São Paulo,Metropolitana de São Paulo,2010,768101764.7
São Paulo,Metropolitana de São Paulo,2011,851983678.9
São Paulo,Metropolitana de São Paulo,2012,911756940.4
São Paulo,Metropolitana de São Paulo,2013,996610901.5
São Paulo,Metropolitana de São Paulo,2014,1071760916.0
São Paulo,Metropolitana de São Paulo,2015,1113546051.0
São Paulo,Metropolitana de São Paulo,2016,1162286737.0
São Paulo,Metropolitana de São Paulo,2017,1197529230.0
Paraná,Noroeste Paranaense,2002,3548583.08
Paraná,Noroeste Paranaense,2003,4575555.85
Paraná,Noroeste Paranaense,2004,4948956.89
Paraná,Noroeste Paranaense,2005,5087769.03
Paraná,Noroeste Paranaense,2006,5518308.78
Paraná,Noroeste Paranaense,2007,6310718.31
Paraná,Noroeste Paranaense,2008,7206613.95
Paraná,Noroeste Paranaense,2009,8021592.13
Paraná,Noroeste Paranaense,2010,9194897.33
Paraná,Noroeste Paranaense,2011,10827988.34
Paraná,Noroeste Paranaense,2012,12599361.35
Paraná,Noroeste Paranaense,2013,15107920.76
Paraná,Noroeste Paranaense,2014,16556149.29
Paraná,Noroeste Paranaense,2015,17830864.53
Paraná,Noroeste Paranaense,2016,19296626.35
Paraná,Noroeste Paranaense,2017,21255781.97
Paraná,Centro Ocidental Paranaense,2002,2487291.55
Paraná,Centro Ocidental Paranaense,2003,3261150.26
Paraná,Centro Ocidental Paranaense,2004,3395239.6
Paraná,Centro Ocidental Paranaense,2005,3143487.2
Paraná,Centro Ocidental Paranaense,2006,3352003.83
Paraná,Centro Ocidental Paranaense,2007,3883936.47
Paraná,Centro Ocidental Paranaense,2008,4917989.68
Paraná,Centro Ocidental Paranaense,2009,4954969.83
Paraná,Centro Ocidental Paranaense,2010,5050796.97
Paraná,Centro Ocidental Paranaense,2011,6101906.2
Paraná,Centro Ocidental Paranaense,2012,6958786.69
Paraná,Centro Ocidental Paranaense,2013,8377597.53
Paraná,Centro Ocidental Paranaense,2014,9175471.73
Paraná,Centro Ocidental Paranaense,2015,9704782.44
Paraná,Centro Ocidental Paranaense,2016,10698114.84
Paraná,Centro Ocidental Paranaense,2017,10811082.45
Paraná,Norte Central Paranaense,2002,14357432.1
Paraná,Norte Central Paranaense,2003,18204541.01
Paraná,Norte Central Paranaense,2004,20083089.42
Paraná,Norte Central Paranaense,2005,20561125.49
Paraná,Norte Central Paranaense,2006,22389747.5
Paraná,Norte Central Paranaense,2007,27005269.28
Paraná,Norte Central Paranaense,2008,29647141.48
Paraná,Norte Central Paranaense,2009,32822090.62
Paraná,Norte Central Paranaense,2010,37421976.25
Paraná,Norte Central Paranaense,2011,43566392.03
Paraná,Norte Central Paranaense,2012,50717529.7
Paraná,Norte Central Paranaense,2013,58740456.66
Paraná,Norte Central Paranaense,2014,61897603.61
Paraná,Norte Central Paranaense,2015,66725735.05
Paraná,Norte Central Paranaense,2016,69823979.18
Paraná,Norte Central Paranaense,2017,73899755.56
Paraná,Norte Pioneiro Paranaense,2002,3041405.5
Paraná,Norte Pioneiro Paranaense,2003,3849961.72
Paraná,Norte Pioneiro Paranaense,2004,4220988.23
Paraná,Norte Pioneiro Paranaense,2005,4128322.12
Paraná,Norte Pioneiro Paranaense,2006,4461984.65
Paraná,Norte Pioneiro Paranaense,2007,5069759.17
Paraná,Norte Pioneiro Paranaense,2008,5906304.09
Paraná,Norte Pioneiro Paranaense,2009,6010704.2
Paraná,Norte Pioneiro Paranaense,2010,6950237.45
Paraná,Norte Pioneiro Paranaense,2011,8227425.64
Paraná,Norte Pioneiro Paranaense,2012,9089741.88
Paraná,Norte Pioneiro Paranaense,2013,10574476.38
Paraná,Norte Pioneiro Paranaense,2014,10906746.55
Paraná,Norte Pioneiro Paranaense,2015,12457441.05
Paraná,Norte Pioneiro Paranaense,2016,13641813.02
Paraná,Norte Pioneiro Paranaense,2017,14287707.23
