year,month,region,state,job_type,jobs
2013,6,Nordeste,Paraíba,Transporte Aéreo,189
2013,6,Nordeste,Paraíba,Aluguel de Transportes,157
2013,6,Nordeste,Paraíba,Agência de Viagem,483
2013,6,Nordeste,Paraíba,Cultura e Lazer,118
2013,6,Nordeste,Pernambuco,Alojamento,10428
2013,6,Nordeste,Pernambuco,Alimentação,10788
2013,6,Nordeste,Pernambuco,Transporte Terrestre,2812
2013,6,Nordeste,Pernambuco,Transporte Aquaviário,47
2013,6,Nordeste,Pernambuco,Transporte Aéreo,918
2013,6,Nordeste,Pernambuco,Aluguel de Transportes,1601
2013,6,Nordeste,Pernambuco,Agência de Viagem,2023
2013,6,Nordeste,Pernambuco,Cultura e Lazer,507
2013,6,Nordeste,Piauí,Alojamento,1899
2013,6,Nordeste,Piauí,Alimentação,1780
2013,6,Nordeste,Piauí,Transporte Terrestre,587
2013,6,Nordeste,Piauí,Transporte Aquaviário,1
2013,6,Nordeste,Piauí,Transporte Aéreo,187
2013,6,Nordeste,Piauí,Aluguel de Transportes,225
2013,6,Nordeste,Piauí,Agência de Viagem,255
2013,6,Nordeste,Piauí,Cultura e Lazer,72
2013,6,Nordeste,Rio Grande do Norte,Alojamento,6030
2013,6,Nordeste,Rio Grande do Norte,Alimentação,3686
2013,6,Nordeste,Rio Grande do Norte,Transporte Terrestre,621
2013,6,Nordeste,Rio Grande do Norte,Transporte Aquaviário,41
2013,6,Nordeste,Rio Grande do Norte,Transporte Aéreo,369
2013,6,Nordeste,Rio Grande do Norte,Aluguel de Transportes,430
2013,6,Nordeste,Rio Grande do Norte,Agência de Viagem,711
2013,6,Nordeste,Rio Grande do Norte,Cultura e Lazer,200
2013,6,Nordeste,Sergipe,Alojamento,1966
2013,6,Nordeste,Sergipe,Alimentação,2211
2013,6,Nordeste,Sergipe,Transporte Terrestre,572
2013,6,Nordeste,Sergipe,Transporte Aquaviário,12
2013,6,Nordeste,Sergipe,Transporte Aéreo,136
2013,6,Nordeste,Sergipe,Aluguel de Transportes,262
2013,6,Nordeste,Sergipe,Agência de Viagem,462
2013,6,Nordeste,Sergipe,Cultura e Lazer,118
2013,6,Norte,Acre,Alojamento,492
2013,6,Norte,Acre,Alimentação,527
2013,6,Norte,Acre,Transporte Terrestre,242
2013,6,Norte,Acre,Transporte Aquaviário,10
2013,6,Norte,Acre,Transporte Aéreo,107
2013,6,Norte,Acre,Aluguel de Transportes,57
2013,6,Norte,Acre,Agência de Viagem,74
2013,6,Norte,Acre,Cultura e Lazer,12
2013,6,Norte,Amapá,Alojamento,535
2013,6,Norte,Amapá,Alimentação,549
2013,6,Norte,Amapá,Transporte Terrestre,200
2013,6,Norte,Amapá,Transporte Aquaviário,60
2013,6,Norte,Amapá,Transporte Aéreo,101
2013,6,Norte,Amapá,Aluguel de Transportes,46
2013,6,Norte,Amapá,Agência de Viagem,65
2013,6,Norte,Amapá,Cultura e Lazer,10
2013,6,Norte,Amazonas,Alojamento,1981
2013,6,Norte,Amazonas,Alimentação,3465
2013,6,Norte,Amazonas,Transporte Terrestre,1959
2013,6,Norte,Amazonas,Transporte Aquaviário,653
2013,6,Norte,Amazonas,Transporte Aéreo,871
2013,6,Norte,Amazonas,Aluguel de Transportes,572
2013,6,Norte,Amazonas,Agência de Viagem,611
2013,6,Norte,Amazonas,Cultura e Lazer,76
2013,6,Norte,Pará,Alojamento,4486
2013,6,Norte,Pará,Alimentação,4635
2013,6,Norte,Pará,Transporte Terrestre,2115
2013,6,Norte,Pará,Transporte Aquaviário,655
2013,6,Norte,Pará,Transporte Aéreo,744
2013,6,Norte,Pará,Aluguel de Transportes,763
2013,6,Norte,Pará,Agência de Viagem,765
2013,6,Norte,Pará,Cultura e Lazer,153
2013,6,Norte,Rondônia,Alojamento,1383
2013,6,Norte,Rondônia,Alimentação,1566
2013,6,Norte,Rondônia,Transporte Terrestre,624
2013,6,Norte,Rondônia,Transporte Aquaviário,85
2013,6,Norte,Rondônia,Transporte Aéreo,196
2013,6,Norte,Rondônia,Aluguel de Transportes,293
2013,6,Norte,Rondônia,Agência de Viagem,340
2013,6,Norte,Rondônia,Cultura e Lazer,26
2013,6,Norte,Roraima,Alojamento,307
2013,6,Norte,Roraima,Alimentação,476
2013,6,Norte,Roraima,Transporte Terrestre,85
2013,6,Norte,Roraima,Transporte Aquaviário,1
2013,6,Norte,Roraima,Transporte Aéreo,67
2013,6,Norte,Roraima,Aluguel de Transportes,35
2013,6,Norte,Roraima,Agência de Viagem,211
2013,6,Norte,Roraima,Cultura e Lazer,8
2013,6,Norte,Tocantins,Alojamento,982
2013,6,Norte,Tocantins,Alimentação,1004
2013,6,Norte,Tocantins,Transporte Terrestre,217
2013,6,Norte,Tocantins,Transporte Aquaviário,56
2013,6,Norte,Tocantins,Transporte Aéreo,117
2013,6,Norte,Tocantins,Aluguel de Transportes,148
2013,6,Norte,Tocantins,Agência de Viagem,329
2013,6,Norte,Tocantins,Cultura e Lazer,15
2013,6,Sudeste,Espírito Santo,Alojamento,4193
2013,6,Sudeste,Espírito Santo,Alimentação,6287
2013,6,Sudeste,Espírito Santo,Transporte Terrestre,5817
2013,6,Sudeste,Espírito Santo,Transporte Aquaviário,4
2013,6,Sudeste,Espírito Santo,Transporte Aéreo,365
2013,6,Sudeste,Espírito Santo,Aluguel de Transportes,572
2013,6,Sudeste,Espírito Santo,Agência de Viagem,773
2013,6,Sudeste,Espírito Santo,Cultura e Lazer,98
2013,6,Sudeste,Minas Gerais,Alojamento,24651
2013,6,Sudeste,Minas Gerais,Alimentação,30302
2013,6,Sudeste,Minas Gerais,Transporte Terrestre,24493
2013,6,Sudeste,Minas Gerais,Transporte Aquaviário,2
2013,6,Sudeste,Minas Gerais,Transporte Aéreo,2701
2013,6,Sudeste,Minas Gerais,Aluguel de Transportes,2412
2013,6,Sudeste,Minas Gerais,Agência de Viagem,3496
2013,6,Sudeste,Minas Gerais,Cultura e Lazer,756
2013,6,Sudeste,Rio de Janeiro,Alojamento,29015
2013,6,Sudeste,Rio de Janeiro,Alimentação,45063
2013,6,Sudeste,Rio de Janeiro,Transporte Terrestre,37640
2013,6,Sudeste,Rio de Janeiro,Transporte Aquaviário,228
2013,6,Sudeste,Rio de Janeiro,Transporte Aéreo,6958
2013,6,Sudeste,Rio de Janeiro,Aluguel de Transportes,2375
2013,6,Sudeste,Rio de Janeiro,Agência de Viagem,6706
2013,6,Sudeste,Rio de Janeiro,Cultura e Lazer,1074
2013,6,Sudeste,São Paulo,Alojamento,52936
2013,6,Sudeste,São Paulo,Alimentação,106865
2013,6,Sudeste,São Paulo,Transporte Terrestre,58970
2013,6,Sudeste,São Paulo,Transporte Aquaviário,26
2013,6,Sudeste,São Paulo,Transporte Aéreo,27526
2013,6,Sudeste,São Paulo,Aluguel de Transportes,4044
2013,6,Sudeste,São Paulo,Agência de Viagem,21743
2013,6,Sudeste,São Paulo,Cultura e Lazer,2218
2013,6,Sul,Paraná,Alojamento,14361
2013,6,Sul,Paraná,Alimentação,16580
2013,6,Sul,Paraná,Transporte Terrestre,9176
2013,6,Sul,Paraná,Transporte Aquaviário,38
2013,6,Sul,Paraná,Transporte Aéreo,1209
2013,6,Sul,Paraná,Aluguel de Transportes,1490
2013,6,Sul,Paraná,Agência de Viagem,3432
2013,6,Sul,Paraná,Cultura e Lazer,523
2013,6,Sul,Rio Grande do Sul,Alojamento,13518
2013,6,Sul,Rio Grande do Sul,Alimentação,15508
2013,6,Sul,Rio Grande do Sul,Transporte Terrestre,10774
2013,6,Sul,Rio Grande do Sul,Transporte Aquaviário,121
2013,6,Sul,Rio Grande do Sul,Transporte Aéreo,1299
2013,6,Sul,Rio Grande do Sul,Aluguel de Transportes,633
2013,6,Sul,Rio Grande do Sul,Agência de Viagem,3364
2013,6,Sul,Rio Grande do Sul,Cultura e Lazer,522
2013,6,Sul,Santa Catarina,Alojamento,11180
2013,6,Sul,Santa Catarina,Alimentação,11581
2013,6,Sul,Santa Catarina,Transporte Terrestre,4589
2013,6,Sul,Santa Catarina,Transporte Aquaviário,93
2013,6,Sul,Santa Catarina,Transporte Aéreo,628
2013,6,Sul,Santa Catarina,Aluguel de Transportes,513
2013,6,Sul,Santa Catarina,Agência de Viagem,2573
2013,6,Sul,Santa Catarina,Cultura e Lazer,342
2013,7,Centro-Oeste,Distrito Federal,Alojamento,3147
2013,7,Centro-Oeste,Distrito Federal,Alimentação,11880
2013,7,Centro-Oeste,Distrito Federal,Transporte Terrestre,3660
2013,7,Centro-Oeste,Distrito Federal,Transporte Aquaviário,0
2013,7,Centro-Oeste,Distrito Federal,Transporte Aéreo,1700
2013,7,Centro-Oeste,Distrito Federal,Aluguel de Transportes,617
2013,7,Centro-Oeste,Distrito Federal,Agência de Viagem,2239
2013,7,Centro-Oeste,Distrito Federal,Cultura e Lazer,372
2013,7,Centro-Oeste,Goiás,Alojamento,8495
2013,7,Centro-Oeste,Goiás,Alimentação,8871
2013,7,Centro-Oeste,Goiás,Transporte Terrestre,3751
2013,7,Centro-Oeste,Goiás,Transporte Aquaviário,48
2013,7,Centro-Oeste,Goiás,Transporte Aéreo,601
2013,7,Centro-Oeste,Goiás,Aluguel de Transportes,576
2013,7,Centro-Oeste,Goiás,Agência de Viagem,1356
2013,7,Centro-Oeste,Goiás,Cultura e Lazer,317
2013,7,Centro-Oeste,Mato Grosso,Alojamento,3961
2013,7,Centro-Oeste,Mato Grosso,Alimentação,4316
2013,7,Centro-Oeste,Mato Grosso,Transporte Terrestre,1424
2013,7,Centro-Oeste,Mato Grosso,Transporte Aquaviário,48
2013,7,Centro-Oeste,Mato Grosso,Transporte Aéreo,455
2013,7,Centro-Oeste,Mato Grosso,Aluguel de Transportes,271
2013,7,Centro-Oeste,Mato Grosso,Agência de Viagem,735
2013,7,Centro-Oeste,Mato Grosso,Cultura e Lazer,80
2013,7,Centro-Oeste,Mato Grosso do Sul,Alojamento,3100
2013,7,Centro-Oeste,Mato Grosso do Sul,Alimentação,3556
2013,7,Centro-Oeste,Mato Grosso do Sul,Transporte Terrestre,1269
2013,7,Centro-Oeste,Mato Grosso do Sul,Transporte Aquaviário,140
2013,7,Centro-Oeste,Mato Grosso do Sul,Transporte Aéreo,295
2013,7,Centro-Oeste,Mato Grosso do Sul,Aluguel de Transportes,290
2013,7,Centro-Oeste,Mato Grosso do Sul,Agência de Viagem,975
2013,7,Centro-Oeste,Mato Grosso do Sul,Cultura e Lazer,96
2013,7,Nordeste,Alagoas,Alojamento,4061
2013,7,Nordeste,Alagoas,Alimentação,3119
2013,7,Nordeste,Alagoas,Transporte Terrestre,720
2013,7,Nordeste,Alagoas,Transporte Aquaviário,12
2013,7,Nordeste,Alagoas,Transporte Aéreo,251
2013,7,Nordeste,Alagoas,Aluguel de Transportes,277
2013,7,Nordeste,Alagoas,Agência de Viagem,555
2013,7,Nordeste,Alagoas,Cultura e Lazer,111
2013,7,Nordeste,Bahia,Alojamento,19566
2013,7,Nordeste,Bahia,Alimentação,16074
2013,7,Nordeste,Bahia,Transporte Terrestre,4796
2013,7,Nordeste,Bahia,Transporte Aquaviário,153
2013,7,Nordeste,Bahia,Transporte Aéreo,1243
2013,7,Nordeste,Bahia,Aluguel de Transportes,1581
2013,7,Nordeste,Bahia,Agência de Viagem,3068
2013,7,Nordeste,Bahia,Cultura e Lazer,698
2013,7,Nordeste,Ceará,Alojamento,7266
2013,7,Nordeste,Ceará,Alimentação,9204
2013,7,Nordeste,Ceará,Transporte Terrestre,1904
2013,7,Nordeste,Ceará,Transporte Aquaviário,17
2013,7,Nordeste,Ceará,Transporte Aéreo,831
2013,7,Nordeste,Ceará,Aluguel de Transportes,1130
2013,7,Nordeste,Ceará,Agência de Viagem,1153
2013,7,Nordeste,Ceará,Cultura e Lazer,557
2013,7,Nordeste,Maranhão,Alojamento,3461
2013,7,Nordeste,Maranhão,Alimentação,3099
2013,7,Nordeste,Maranhão,Transporte Terrestre,972
2013,7,Nordeste,Maranhão,Transporte Aquaviário,150
2013,7,Nordeste,Maranhão,Transporte Aéreo,385
2013,7,Nordeste,Maranhão,Aluguel de Transportes,787
2013,7,Nordeste,Maranhão,Agência de Viagem,506
2013,7,Nordeste,Maranhão,Cultura e Lazer,110
2013,7,Nordeste,Paraíba,Alojamento,2430
2013,7,Nordeste,Paraíba,Alimentação,3282
2013,7,Nordeste,Paraíba,Transporte Terrestre,688
2013,7,Nordeste,Paraíba,Transporte Aquaviário,15
2013,7,Nordeste,Paraíba,Transporte Aéreo,206
2013,7,Nordeste,Paraíba,Aluguel de Transportes,176
2013,7,Nordeste,Paraíba,Agência de Viagem,496
2013,7,Nordeste,Paraíba,Cultura e Lazer,130
2013,7,Nordeste,Pernambuco,Alojamento,11034
2013,7,Nordeste,Pernambuco,Alimentação,12257
2013,7,Nordeste,Pernambuco,Transporte Terrestre,3145
2013,7,Nordeste,Pernambuco,Transporte Aquaviário,61
2013,7,Nordeste,Pernambuco,Transporte Aéreo,1010
2013,7,Nordeste,Pernambuco,Aluguel de Transportes,1795
2013,7,Nordeste,Pernambuco,Agência de Viagem,2041
2013,7,Nordeste,Pernambuco,Cultura e Lazer,561
2013,7,Nordeste,Piauí,Alojamento,1991
2013,7,Nordeste,Piauí,Alimentação,2039
2013,7,Nordeste,Piauí,Transporte Terrestre,664
2013,7,Nordeste,Piauí,Transporte Aquaviário,2
2013,7,Nordeste,Piauí,Transporte Aéreo,204
2013,7,Nordeste,Piauí,Aluguel de Transportes,260
2013,7,Nordeste,Piauí,Agência de Viagem,263
2013,7,Nordeste,Piauí,Cultura e Lazer,81
2013,7,Nordeste,Rio Grande do Norte,Alojamento,6319
2013,7,Nordeste,Rio Grande do Norte,Alimentação,4144
2013,7,Nordeste,Rio Grande do Norte,Transporte Terrestre,692
2013,7,Nordeste,Rio Grande do Norte,Transporte Aquaviário,52
2013,7,Nordeste,Rio Grande do Norte,Transporte Aéreo,405
2013,7,Nordeste,Rio Grande do Norte,Aluguel de Transportes,495
2013,7,Nordeste,Rio Grande do Norte,Agência de Viagem,683
2013,7,Nordeste,Rio Grande do Norte,Cultura e Lazer,218
2013,7,Nordeste,Sergipe,Alojamento,2045
2013,7,Nordeste,Sergipe,Alimentação,2534
2013,7,Nordeste,Sergipe,Transporte Terrestre,626
2013,7,Nordeste,Sergipe,Transporte Aquaviário,15
2013,7,Nordeste,Sergipe,Transporte Aéreo,151
2013,7,Nordeste,Sergipe,Aluguel de Transportes,302
2013,7,Nordeste,Sergipe,Agência de Viagem,452
2013,7,Nordeste,Sergipe,Cultura e Lazer,127
2013,7,Norte,Acre,Alojamento,515
2013,7,Norte,Acre,Alimentação,564
2013,7,Norte,Acre,Transporte Terrestre,273
2013,7,Norte,Acre,Transporte Aquaviário,13
2013,7,Norte,Acre,Transporte Aéreo,120
2013,7,Norte,Acre,Aluguel de Transportes,51
2013,7,Norte,Acre,Agência de Viagem,69
2013,7,Norte,Acre,Cultura e Lazer,14
2013,7,Norte,Amapá,Alojamento,547
2013,7,Norte,Amapá,Alimentação,596
2013,7,Norte,Amapá,Transporte Terrestre,234
2013,7,Norte,Amapá,Transporte Aquaviário,81
2013,7,Norte,Amapá,Transporte Aéreo,108
2013,7,Norte,Amapá,Aluguel de Transportes,47
2013,7,Norte,Amapá,Agência de Viagem,71
2013,7,Norte,Amapá,Cultura e Lazer,12
2013,7,Norte,Amazonas,Alojamento,2055
2013,7,Norte,Amazonas,Alimentação,3636
2013,7,Norte,Amazonas,Transporte Terrestre,2321
2013,7,Norte,Amazonas,Transporte Aquaviário,859
2013,7,Norte,Amazonas,Transporte Aéreo,911
2013,7,Norte,Amazonas,Aluguel de Transportes,630
2013,7,Norte,Amazonas,Agência de Viagem,631
2013,7,Norte,Amazonas,Cultura e Lazer,86
2013,7,Norte,Pará,Alojamento,4690
2013,7,Norte,Pará,Alimentação,4961
2013,7,Norte,Pará,Transporte Terrestre,2480
2013,7,Norte,Pará,Transporte Aquaviário,866
2013,7,Norte,Pará,Transporte Aéreo,800
2013,7,Norte,Pará,Aluguel de Transportes,859
2013,7,Norte,Pará,Agência de Viagem,808
2013,7,Norte,Pará,Cultura e Lazer,174
2013,7,Norte,Rondônia,Alojamento,1417
2013,7,Norte,Rondônia,Alimentação,1725
2013,7,Norte,Rondônia,Transporte Terrestre,728
2013,7,Norte,Rondônia,Transporte Aquaviário,118
2013,7,Norte,Rondônia,Transporte Aéreo,212
2013,7,Norte,Rondônia,Aluguel de Transportes,334
2013,7,Norte,Rondônia,Agência de Viagem,343
2013,7,Norte,Rondônia,Cultura e Lazer,30
2013,7,Norte,Roraima,Alojamento,317
2013,7,Norte,Roraima,Alimentação,498
2013,7,Norte,Roraima,Transporte Terrestre,99
2013,7,Norte,Roraima,Transporte Aquaviário,2
2013,7,Norte,Roraima,Transporte Aéreo,77
2013,7,Norte,Roraima,Aluguel de Transportes,41
2013,7,Norte,Roraima,Agência de Viagem,224
2013,7,Norte,Roraima,Cultura e Lazer,9
2013,7,Norte,Tocantins,Alojamento,1017
2013,7,Norte,Tocantins,Alimentação,1063
2013,7,Norte,Tocantins,Transporte Terrestre,256
2013,7,Norte,Tocantins,Transporte Aquaviário,75
2013,7,Norte,Tocantins,Transporte Aéreo,125
2013,7,Norte,Tocantins,Aluguel de Transportes,194
2013,7,Norte,Tocantins,Agência de Viagem,342
2013,7,Norte,Tocantins,Cultura e Lazer,18
2013,7,Sudeste,Espírito Santo,Alojamento,4239
2013,7,Sudeste,Espírito Santo,Alimentação,6837
2013,7,Sudeste,Espírito Santo,Transporte Terrestre,6219
2013,7,Sudeste,Espírito Santo,Transporte Aquaviário,4
2013,7,Sudeste,Espírito Santo,Transporte Aéreo,396
2013,7,Sudeste,Espírito Santo,Aluguel de Transportes,582
2013,7,Sudeste,Espírito Santo,Agência de Viagem,739
2013,7,Sudeste,Espírito Santo,Cultura e Lazer,111
2013,7,Sudeste,Minas Gerais,Alojamento,25232
2013,7,Sudeste,Minas Gerais,Alimentação,33025
2013,7,Sudeste,Minas Gerais,Transporte Terrestre,26547
2013,7,Sudeste,Minas Gerais,Transporte Aquaviário,2
2013,7,Sudeste,Minas Gerais,Transporte Aéreo,2907
2013,7,Sudeste,Minas Gerais,Aluguel de Transportes,2490
2013,7,Sudeste,Minas Gerais,Agência de Viagem,3361
2013,7,Sudeste,Minas Gerais,Cultura e Lazer,849
2013,7,Sudeste,Rio de Janeiro,Alojamento,29516
2013,7,Sudeste,Rio de Janeiro,Alimentação,49263
2013,7,Sudeste,Rio de Janeiro,Transporte Terrestre,40384
2013,7,Sudeste,Rio de Janeiro,Transporte Aquaviário,230
2013,7,Sudeste,Rio de Janeiro,Transporte Aéreo,7556
2013,7,Sudeste,Rio de Janeiro,Aluguel de Transportes,2561
2013,7,Sudeste,Rio de Janeiro,Agência de Viagem,6396
2013,7,Sudeste,Rio de Janeiro,Cultura e Lazer,1210
2013,7,Sudeste,São Paulo,Alojamento,54101
2013,7,Sudeste,São Paulo,Alimentação,116777
2013,7,Sudeste,São Paulo,Transporte Terrestre,63351
2013,7,Sudeste,São Paulo,Transporte Aquaviário,26
2013,7,Sudeste,São Paulo,Transporte Aéreo,29730
2013,7,Sudeste,São Paulo,Aluguel de Transportes,4134
2013,7,Sudeste,São Paulo,Agência de Viagem,20934
2013,7,Sudeste,São Paulo,Cultura e Lazer,2486
2013,7,Sul,Paraná,Alojamento,14676
2013,7,Sul,Paraná,Alimentação,18577
2013,7,Sul,Paraná,Transporte Terrestre,9823
2013,7,Sul,Paraná,Transporte Aquaviário,39
2013,7,Sul,Paraná,Transporte Aéreo,1347
2013,7,Sul,Paraná,Aluguel de Transportes,1556
2013,7,Sul,Paraná,Agência de Viagem,3450
2013,7,Sul,Paraná,Cultura e Lazer,592
2013,7,Sul,Rio Grande do Sul,Alojamento,13698
2013,7,Sul,Rio Grande do Sul,Alimentação,17278
2013,7,Sul,Rio Grande do Sul,Transporte Terrestre,11491
2013,7,Sul,Rio Grande do Sul,Transporte Aquaviário,123
2013,7,Sul,Rio Grande do Sul,Transporte Aéreo,1438
2013,7,Sul,Rio Grande do Sul,Aluguel de Transportes,677
2013,7,Sul,Rio Grande do Sul,Agência de Viagem,3371
2013,7,Sul,Rio Grande do Sul,Cultura e Lazer,595
2013,7,Sul,Santa Catarina,Alojamento,11378
2013,7,Sul,Santa Catarina,Alimentação,12946
2013,7,Sul,Santa Catarina,Transporte Terrestre,4916
2013,7,Sul,Santa Catarina,Transporte Aquaviário,101
2013,7,Sul,Santa Catarina,Transporte Aéreo,702
2013,7,Sul,Santa Catarina,Aluguel de Transportes,535
2013,7,Sul,Santa Catarina,Agência de Viagem,2582
2013,7,Sul,Santa Catarina,Cultura e Lazer,387
2013,8,Centro-Oeste,Distrito Federal,Alojamento,3128
2013,8,Centro-Oeste,Distrito Federal,Alimentação,10390
2013,8,Centro-Oeste,Distrito Federal,Transporte Terrestre,3184
2013,8,Centro-Oeste,Distrito Federal,Transporte Aquaviário,0
2013,8,Centro-Oeste,Distrito Federal,Transporte Aéreo,1443
2013,8,Centro-Oeste,Distrito Federal,Aluguel de Transportes,620
2013,8,Centro-Oeste,Distrito Federal,Agência de Viagem,2162
2013,8,Centro-Oeste,Distrito Federal,Cultura e Lazer,342
2013,8,Centro-Oeste,Goiás,Alojamento,8539
2013,8,Centro-Oeste,Goiás,Alimentação,7883
2013,8,Centro-Oeste,Goiás,Transporte Terrestre,3294
2013,8,Centro-Oeste,Goiás,Transporte Aquaviário,40
2013,8,Centro-Oeste,Goiás,Transporte Aéreo,512
2013,8,Centro-Oeste,Goiás,Aluguel de Transportes,580
2013,8,Centro-Oeste,Goiás,Agência de Viagem,1311
2013,8,Centro-Oeste,Goiás,Cultura e Lazer,286
2013,8,Centro-Oeste,Mato Grosso,Alojamento,3962
2013,8,Centro-Oeste,Mato Grosso,Alimentação,3794
2013,8,Centro-Oeste,Mato Grosso,Transporte Terrestre,1236
2013,8,Centro-Oeste,Mato Grosso,Transporte Aquaviário,41
2013,8,Centro-Oeste,Mato Grosso,Transporte Aéreo,378
2013,8,Centro-Oeste,Mato Grosso,Aluguel de Transportes,266
2013,8,Centro-Oeste,Mato Grosso,Agência de Viagem,716
2013,8,Centro-Oeste,Mato Grosso,Cultura e Lazer,72
2013,8,Centro-Oeste,Mato Grosso do Sul,Alojamento,3075
2013,8,Centro-Oeste,Mato Grosso do Sul,Alimentação,3135
2013,8,Centro-Oeste,Mato Grosso do Sul,Transporte Terrestre,1117
2013,8,Centro-Oeste,Mato Grosso do Sul,Transporte Aquaviário,124
2013,8,Centro-Oeste,Mato Grosso do Sul,Transporte Aéreo,221
2013,8,Centro-Oeste,Mato Grosso do Sul,Aluguel de Transportes,302
2013,8,Centro-Oeste,Mato Grosso do Sul,Agência de Viagem,934
2013,8,Centro-Oeste,Mato Grosso do Sul,Cultura e Lazer,90
2013,8,Nordeste,Alagoas,Alojamento,4016
2013,8,Nordeste,Alagoas,Alimentação,2614
2013,8,Nordeste,Alagoas,Transporte Terrestre,611
2013,8,Nordeste,Alagoas,Transporte Aquaviário,10
2013,8,Nordeste,Alagoas,Transporte Aéreo,218
2013,8,Nordeste,Alagoas,Aluguel de Transportes,253
2013,8,Nordeste,Alagoas,Agência de Viagem,523
2013,8,Nordeste,Alagoas,Cultura e Lazer,82
2013,8,Nordeste,Bahia,Alojamento,19211
2013,8,Nordeste,Bahia,Alimentação,13465
2013,8,Nordeste,Bahia,Transporte Terrestre,4098
2013,8,Nordeste,Bahia,Transporte Aquaviário,120
2013,8,Nordeste,Bahia,Transporte Aéreo,1093
2013,8,Nordeste,Bahia,Aluguel de Transportes,1460
2013,8,Nordeste,Bahia,Agência de Viagem,2958
2013,8,Nordeste,Bahia,Cultura e Lazer,528
2013,8,Nordeste,Ceará,Alojamento,7166
2013,8,Nordeste,Ceará,Alimentação,7703
2013,8,Nordeste,Ceará,Transporte Terrestre,1590
2013,8,Nordeste,Ceará,Transporte Aquaviário,14
2013,8,Nordeste,Ceará,Transporte Aéreo,722
2013,8,Nordeste,Ceará,Aluguel de Transportes,1074
2013,8,Nordeste,Ceará,Agência de Viagem,1096
2013,8,Nordeste,Ceará,Cultura e Lazer,414
2013,8,Nordeste,Maranhão,Alojamento,3457
2013,8,Nordeste,Maranhão,Alimentação,2606
2013,8,Nordeste,Maranhão,Transporte Terrestre,834
2013,8,Nordeste,Maranhão,Transporte Aquaviário,117
2013,8,Nordeste,Maranhão,Transporte Aéreo,342
2013,8,Nordeste,Maranhão,Aluguel de Transportes,635
2013,8,Nordeste,Maranhão,Agência de Viagem,491
2013,8,Nordeste,Maranhão,Cultura e Lazer,83
2013,8,Nordeste,Paraíba,Alojamento,2425
2013,8,Nordeste,Paraíba,Alimentação,2794
2013,8,Nordeste,Paraíba,Transporte Terrestre,583
2013,8,Nordeste,Paraíba,Transporte Aquaviário,13
2013,8,Nordeste,Paraíba,Transporte Aéreo,181
2013,8,Nordeste,Paraíba,Aluguel de Transportes,157
2013,8,Nordeste,Paraíba,Agência de Viagem,470
2013,8,Nordeste,Paraíba,Cultura e Lazer,101
2013,8,Nordeste,Pernambuco,Alojamento,10980
2013,8,Nordeste,Pernambuco,Alimentação,10402
2013,8,Nordeste,Pernambuco,Transporte Terrestre,2714
2013,8,Nordeste,Pernambuco,Transporte Aquaviário,47
2013,8,Nordeste,Pernambuco,Transporte Aéreo,882
2013,8,Nordeste,Pernambuco,Aluguel de Transportes,1646
2013,8,Nordeste,Pernambuco,Agência de Viagem,1936
2013,8,Nordeste,Pernambuco,Cultura e Lazer,427
2013,8,Nordeste,Piauí,Alojamento,1955
2013,8,Nordeste,Piauí,Alimentação,1701
2013,8,Nordeste,Piauí,Transporte Terrestre,567
2013,8,Nordeste,Piauí,Transporte Aquaviário,1
2013,8,Nordeste,Piauí,Transporte Aéreo,179
2013,8,Nordeste,Piauí,Aluguel de Transportes,226
2013,8,Nordeste,Piauí,Agência de Viagem,254
2013,8,Nordeste,Piauí,Cultura e Lazer,61
2013,8,Nordeste,Rio Grande do Norte,Alojamento,6216
2013,8,Nordeste,Rio Grande do Norte,Alimentação,3528
2013,8,Nordeste,Rio Grande do Norte,Transporte Terrestre,584
2013,8,Nordeste,Rio Grande do Norte,Transporte Aquaviário,40
2013,8,Nordeste,Rio Grande do Norte,Transporte Aéreo,360
2013,8,Nordeste,Rio Grande do Norte,Aluguel de Transportes,467
2013,8,Nordeste,Rio Grande do Norte,Agência de Viagem,649
2013,8,Nordeste,Rio Grande do Norte,Cultura e Lazer,166
2013,8,Nordeste,Sergipe,Alojamento,2015
2013,8,Nordeste,Sergipe,Alimentação,2126
2013,8,Nordeste,Sergipe,Transporte Terrestre,522
2013,8,Nordeste,Sergipe,Transporte Aquaviário,12
2013,8,Nordeste,Sergipe,Transporte Aéreo,134
2013,8,Nordeste,Sergipe,Aluguel de Transportes,300
2013,8,Nordeste,Sergipe,Agência de Viagem,425
2013,8,Nordeste,Sergipe,Cultura e Lazer,96
2013,8,Norte,Acre,Alojamento,498
2013,8,Norte,Acre,Alimentação,481
2013,8,Norte,Acre,Transporte Terrestre,192
2013,8,Norte,Acre,Transporte Aquaviário,9
2013,8,Norte,Acre,Transporte Aéreo,104
2013,8,Norte,Acre,Aluguel de Transportes,90
2013,8,Norte,Acre,Agência de Viagem,65
2013,8,Norte,Acre,Cultura e Lazer,13
2013,8,Norte,Amapá,Alojamento,546
2013,8,Norte,Amapá,Alimentação,519
2013,8,Norte,Amapá,Transporte Terrestre,177
2013,8,Norte,Amapá,Transporte Aquaviário,56
2013,8,Norte,Amapá,Transporte Aéreo,100
2013,8,Norte,Amapá,Aluguel de Transportes,41
2013,8,Norte,Amapá,Agência de Viagem,67
