year,quarter,job_type,state,value
2016,Q1,Midlevel technicians and professionals,Alagoas,1793
2016,Q1,Midlevel technicians and professionals,Sergipe,2258
2016,Q1,Midlevel technicians and professionals,Bahia,1962
2016,Q1,Midlevel technicians and professionals,Minas Gerais,2130
2016,Q1,Midlevel technicians and professionals,Espírito Santo,2659
2016,Q1,Midlevel technicians and professionals,Rio de Janeiro,2491
2016,Q1,Midlevel technicians and professionals,São Paulo,2924
2016,Q1,Midlevel technicians and professionals,Paraná,2493
2016,Q1,Midlevel technicians and professionals,Santa Catarina,2315
2016,Q1,Midlevel technicians and professionals,Rio Grande do Sul,2538
2016,Q1,Midlevel technicians and professionals,Mato Grosso do Sul,2435
2016,Q1,Midlevel technicians and professionals,Mato Grosso,2456
2016,Q1,Midlevel technicians and professionals,Goiás,2369
2016,Q1,Midlevel technicians and professionals,Distrito Federal,4031
2016,Q1,Administrative support workers,Rondônia,1565
2016,Q1,Administrative support workers,Acre,1595
2016,Q1,Administrative support workers,Amazonas,1598
2016,Q1,Administrative support workers,Roraima,1733
2016,Q1,Administrative support workers,Pará,1488
2016,Q1,Administrative support workers,Amapá,1813
2016,Q1,Administrative support workers,Tocantins,1301
2016,Q1,Administrative support workers,Maranhão,1182
2016,Q1,Administrative support workers,Piauí,1531
2016,Q1,Administrative support workers,Ceará,1229
2016,Q1,Administrative support workers,Rio Grande do Norte,1323
2016,Q1,Administrative support workers,Paraíba,1331
2016,Q1,Administrative support workers,Pernambuco,1408
2016,Q1,Administrative support workers,Alagoas,1323
2016,Q1,Administrative support workers,Sergipe,1610
2016,Q1,Administrative support workers,Bahia,1397
2016,Q1,Administrative support workers,Minas Gerais,1391
2016,Q1,Administrative support workers,Espírito Santo,1400
2016,Q1,Administrative support workers,Rio de Janeiro,1652
2016,Q1,Administrative support workers,São Paulo,1622
2016,Q1,Administrative support workers,Paraná,1646
2016,Q1,Administrative support workers,Santa Catarina,1610
2016,Q1,Administrative support workers,Rio Grande do Sul,1584
2016,Q1,Administrative support workers,Mato Grosso do Sul,1587
2016,Q1,Administrative support workers,Mato Grosso,1806
2016,Q1,Administrative support workers,Goiás,1611
2016,Q1,Administrative support workers,Distrito Federal,2582
2016,Q1,"Service workers, sellers of trades and markets",Rondônia,1498
2016,Q1,"Service workers, sellers of trades and markets",Acre,1145
2016,Q1,"Service workers, sellers of trades and markets",Amazonas,1126
2016,Q1,"Service workers, sellers of trades and markets",Roraima,1304
2016,Q1,"Service workers, sellers of trades and markets",Pará,1063
2016,Q1,"Service workers, sellers of trades and markets",Amapá,1517
2016,Q1,"Service workers, sellers of trades and markets",Tocantins,1327
2016,Q1,"Service workers, sellers of trades and markets",Maranhão,1005
2016,Q1,"Service workers, sellers of trades and markets",Piauí,949
2016,Q1,"Service workers, sellers of trades and markets",Ceará,1041
2016,Q1,"Service workers, sellers of trades and markets",Rio Grande do Norte,1105
2016,Q1,"Service workers, sellers of trades and markets",Paraíba,1021
2016,Q1,"Service workers, sellers of trades and markets",Pernambuco,1231
2016,Q1,"Service workers, sellers of trades and markets",Alagoas,1097
2016,Q1,"Service workers, sellers of trades and markets",Sergipe,1144
2016,Q1,"Service workers, sellers of trades and markets",Bahia,1012
2016,Q1,"Service workers, sellers of trades and markets",Minas Gerais,1264
2016,Q1,"Service workers, sellers of trades and markets",Espírito Santo,1572
2016,Q1,"Service workers, sellers of trades and markets",Rio de Janeiro,1550
2016,Q1,"Service workers, sellers of trades and markets",São Paulo,1640
2016,Q1,"Service workers, sellers of trades and markets",Paraná,1615
2016,Q1,"Service workers, sellers of trades and markets",Santa Catarina,1644
2016,Q1,"Service workers, sellers of trades and markets",Rio Grande do Sul,1476
2016,Q1,"Service workers, sellers of trades and markets",Mato Grosso do Sul,1376
2016,Q1,"Service workers, sellers of trades and markets",Mato Grosso,1470
2016,Q1,"Service workers, sellers of trades and markets",Goiás,1553
2016,Q1,"Service workers, sellers of trades and markets",Distrito Federal,2130
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Rondônia,1297
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Acre,683
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Amazonas,503
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Roraima,944
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Pará,744
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Amapá,678
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Tocantins,1251
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Maranhão,401
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Piauí,261
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Ceará,525
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Rio Grande do Norte,628
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Paraíba,464
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Pernambuco,476
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Alagoas,528
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Sergipe,617
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Bahia,500
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Minas Gerais,1297
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Espírito Santo,1292
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Rio de Janeiro,1248
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",São Paulo,2295
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Paraná,1748
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Santa Catarina,1671
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Rio Grande do Sul,1973
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Mato Grosso do Sul,2010
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Mato Grosso,1832
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Goiás,1838
2016,Q1,"Skilled workers in agriculture, forestry, hunting and fishing",Distrito Federal,1804
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rondônia,1334
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Acre,1133
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Amazonas,1182
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Roraima,1198
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Pará,1085
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Amapá,1380
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Tocantins,1259
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Maranhão,940
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Piauí,931
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Ceará,920
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio Grande do Norte,1127
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Paraíba,892
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Pernambuco,1063
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Alagoas,1030
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Sergipe,1004
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Bahia,1003
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Minas Gerais,1452
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Espírito Santo,1497
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio de Janeiro,1491
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",São Paulo,1705
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Paraná,1612
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Santa Catarina,1734
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio Grande do Sul,1549
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Mato Grosso do Sul,1485
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Mato Grosso,1661
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Goiás,1496
2016,Q1,"Skilled workers, construction workers and artisans, mechanics and other crafts",Distrito Federal,1759
2016,Q1,Plant and machine operators and assemblers,Rondônia,1584
2016,Q1,Plant and machine operators and assemblers,Acre,1246
2016,Q1,Plant and machine operators and assemblers,Amazonas,1296
2016,Q1,Plant and machine operators and assemblers,Roraima,1497
2016,Q1,Plant and machine operators and assemblers,Pará,1132
2016,Q1,Plant and machine operators and assemblers,Amapá,1368
2016,Q1,Plant and machine operators and assemblers,Tocantins,1500
2016,Q1,Plant and machine operators and assemblers,Maranhão,1097
2016,Q1,Plant and machine operators and assemblers,Piauí,1179
2016,Q1,Plant and machine operators and assemblers,Ceará,1069
2016,Q1,Plant and machine operators and assemblers,Rio Grande do Norte,1128
2016,Q1,Plant and machine operators and assemblers,Paraíba,1072
2016,Q1,Plant and machine operators and assemblers,Pernambuco,1111
2016,Q1,Plant and machine operators and assemblers,Alagoas,1162
2016,Q1,Plant and machine operators and assemblers,Sergipe,1206
2016,Q1,Plant and machine operators and assemblers,Bahia,1290
2016,Q1,Plant and machine operators and assemblers,Minas Gerais,1562
2016,Q1,Plant and machine operators and assemblers,Espírito Santo,1700
2016,Q1,Plant and machine operators and assemblers,Rio de Janeiro,1817
2016,Q1,Plant and machine operators and assemblers,São Paulo,1828
2016,Q1,Plant and machine operators and assemblers,Paraná,1699
2016,Q1,Plant and machine operators and assemblers,Santa Catarina,1699
2016,Q1,Plant and machine operators and assemblers,Rio Grande do Sul,1666
2016,Q1,Plant and machine operators and assemblers,Mato Grosso do Sul,1717
2016,Q1,Plant and machine operators and assemblers,Mato Grosso,1833
2016,Q1,Plant and machine operators and assemblers,Goiás,1719
2016,Q1,Plant and machine operators and assemblers,Distrito Federal,2210
2016,Q1,Elementary occupations,Rondônia,898
2016,Q1,Elementary occupations,Acre,747
2016,Q1,Elementary occupations,Amazonas,837
2016,Q1,Elementary occupations,Roraima,867
2016,Q1,Elementary occupations,Pará,720
2016,Q1,Elementary occupations,Amapá,814
2016,Q1,Elementary occupations,Tocantins,786
2016,Q1,Elementary occupations,Maranhão,493
2016,Q1,Elementary occupations,Piauí,548
2016,Q1,Elementary occupations,Ceará,633
2016,Q1,Elementary occupations,Rio Grande do Norte,726
2016,Q1,Elementary occupations,Paraíba,608
2016,Q1,Elementary occupations,Pernambuco,718
2016,Q1,Elementary occupations,Alagoas,695
2016,Q1,Elementary occupations,Sergipe,615
2016,Q1,Elementary occupations,Bahia,619
2016,Q1,Elementary occupations,Minas Gerais,854
2016,Q1,Elementary occupations,Espírito Santo,922
2016,Q1,Elementary occupations,Rio de Janeiro,1014
2016,Q1,Elementary occupations,São Paulo,1054
2016,Q1,Elementary occupations,Paraná,996
2016,Q1,Elementary occupations,Santa Catarina,1137
2016,Q1,Elementary occupations,Rio Grande do Sul,989
2016,Q1,Elementary occupations,Mato Grosso do Sul,939
2016,Q1,Elementary occupations,Mato Grosso,1066
2016,Q1,Elementary occupations,Goiás,950
2016,Q1,Elementary occupations,Distrito Federal,1162
2016,Q1,"Members of the armed forces, police and military firefighters",Rondônia,3707
2016,Q1,"Members of the armed forces, police and military firefighters",Acre,3171
2016,Q1,"Members of the armed forces, police and military firefighters",Amazonas,3321
2016,Q1,"Members of the armed forces, police and military firefighters",Roraima,3299
2016,Q1,"Members of the armed forces, police and military firefighters",Pará,2921
2016,Q1,"Members of the armed forces, police and military firefighters",Amapá,4453
2016,Q1,"Members of the armed forces, police and military firefighters",Tocantins,4459
2016,Q1,"Members of the armed forces, police and military firefighters",Maranhão,3239
2016,Q1,"Members of the armed forces, police and military firefighters",Piauí,3776
2016,Q1,"Members of the armed forces, police and military firefighters",Ceará,3407
2016,Q1,"Members of the armed forces, police and military firefighters",Rio Grande do Norte,3489
2016,Q1,"Members of the armed forces, police and military firefighters",Paraíba,3293
2016,Q1,"Members of the armed forces, police and military firefighters",Pernambuco,3173
2016,Q1,"Members of the armed forces, police and military firefighters",Alagoas,4044
2016,Q1,"Members of the armed forces, police and military firefighters",Sergipe,4272
2016,Q1,"Members of the armed forces, police and military firefighters",Bahia,3809
2016,Q1,"Members of the armed forces, police and military firefighters",Minas Gerais,5524
2016,Q1,"Members of the armed forces, police and military firefighters",Espírito Santo,3721
2016,Q1,"Members of the armed forces, police and military firefighters",Rio de Janeiro,4011
2016,Q1,"Members of the armed forces, police and military firefighters",São Paulo,3742
2016,Q1,"Members of the armed forces, police and military firefighters",Paraná,4258
2016,Q1,"Members of the armed forces, police and military firefighters",Santa Catarina,5031
2016,Q1,"Members of the armed forces, police and military firefighters",Rio Grande do Sul,3589
2016,Q1,"Members of the armed forces, police and military firefighters",Mato Grosso do Sul,3127
2016,Q1,"Members of the armed forces, police and military firefighters",Mato Grosso,4059
2016,Q1,"Members of the armed forces, police and military firefighters",Goiás,4192
2016,Q1,"Members of the armed forces, police and military firefighters",Distrito Federal,6549
2016,Q1,Ill-defined occupations,Rondônia,1100
2016,Q1,Ill-defined occupations,Acre,
2016,Q1,Ill-defined occupations,Amazonas,
2016,Q1,Ill-defined occupations,Roraima,
2016,Q1,Ill-defined occupations,Pará,
2016,Q1,Ill-defined occupations,Amapá,
2016,Q1,Ill-defined occupations,Tocantins,6147
2016,Q1,Ill-defined occupations,Maranhão,1446
2016,Q1,Ill-defined occupations,Piauí,
2016,Q1,Ill-defined occupations,Ceará,
2016,Q1,Ill-defined occupations,Rio Grande do Norte,
2016,Q1,Ill-defined occupations,Paraíba,
2016,Q1,Ill-defined occupations,Pernambuco,
2016,Q1,Ill-defined occupations,Alagoas,
2016,Q1,Ill-defined occupations,Sergipe,
2016,Q1,Ill-defined occupations,Bahia,
2016,Q1,Ill-defined occupations,Minas Gerais,6317
2016,Q1,Ill-defined occupations,Espírito Santo,
2016,Q1,Ill-defined occupations,Rio de Janeiro,1631
2016,Q1,Ill-defined occupations,São Paulo,1450
2016,Q1,Ill-defined occupations,Paraná,1223
2016,Q1,Ill-defined occupations,Santa Catarina,
2016,Q1,Ill-defined occupations,Rio Grande do Sul,
2016,Q1,Ill-defined occupations,Mato Grosso do Sul,
2016,Q1,Ill-defined occupations,Mato Grosso,
2016,Q1,Ill-defined occupations,Goiás,
2016,Q1,Ill-defined occupations,Distrito Federal,5477
2016,Q2,Directors and managers,Rondônia,2912
2016,Q2,Directors and managers,Acre,4325
2016,Q2,Directors and managers,Amazonas,4669
2016,Q2,Directors and managers,Roraima,4956
2016,Q2,Directors and managers,Pará,2876
2016,Q2,Directors and managers,Amapá,2841
2016,Q2,Directors and managers,Tocantins,3068
2016,Q2,Directors and managers,Maranhão,2804
2016,Q2,Directors and managers,Piauí,2777
2016,Q2,Directors and managers,Ceará,3437
2016,Q2,Directors and managers,Rio Grande do Norte,3303
2016,Q2,Directors and managers,Paraíba,2692
2016,Q2,Directors and managers,Pernambuco,3950
2016,Q2,Directors and managers,Alagoas,3120
2016,Q2,Directors and managers,Sergipe,3435
2016,Q2,Directors and managers,Bahia,3155
2016,Q2,Directors and managers,Minas Gerais,3704
2016,Q2,Directors and managers,Espírito Santo,3598
2016,Q2,Directors and managers,Rio de Janeiro,4975
2016,Q2,Directors and managers,São Paulo,6130
2016,Q2,Directors and managers,Paraná,4299
2016,Q2,Directors and managers,Santa Catarina,3547
2016,Q2,Directors and managers,Rio Grande do Sul,4270
2016,Q2,Directors and managers,Mato Grosso do Sul,3822
2016,Q2,Directors and managers,Mato Grosso,3514
2016,Q2,Directors and managers,Goiás,3401
2016,Q2,Directors and managers,Distrito Federal,7227
2016,Q2,Science and intellection professions,Rondônia,3164
2016,Q2,Science and intellection professions,Acre,3304
2016,Q2,Science and intellection professions,Amazonas,3663
2016,Q2,Science and intellection professions,Roraima,4020
2016,Q2,Science and intellection professions,Pará,3198
2016,Q2,Science and intellection professions,Amapá,5348
2016,Q2,Science and intellection professions,Tocantins,3531
2016,Q2,Science and intellection professions,Maranhão,2340
2016,Q2,Science and intellection professions,Piauí,3651
2016,Q2,Science and intellection professions,Ceará,3185
2016,Q2,Science and intellection professions,Rio Grande do Norte,3535
2016,Q2,Science and intellection professions,Paraíba,3084
2016,Q2,Science and intellection professions,Pernambuco,3616
2016,Q2,Science and intellection professions,Alagoas,3176
2016,Q2,Science and intellection professions,Sergipe,4476
2016,Q2,Science and intellection professions,Bahia,2862
2016,Q2,Science and intellection professions,Minas Gerais,3522
2016,Q2,Science and intellection professions,Espírito Santo,3898
2016,Q2,Science and intellection professions,Rio de Janeiro,4847
2016,Q2,Science and intellection professions,São Paulo,5061
2016,Q2,Science and intellection professions,Paraná,3852
2016,Q2,Science and intellection professions,Santa Catarina,3604
2016,Q2,Science and intellection professions,Rio Grande do Sul,4376
2016,Q2,Science and intellection professions,Mato Grosso do Sul,3425
2016,Q2,Science and intellection professions,Mato Grosso,3919
2016,Q2,Science and intellection professions,Goiás,3510
2016,Q2,Science and intellection professions,Distrito Federal,7683
2016,Q2,Midlevel technicians and professionals,Rondônia,2250
2016,Q2,Midlevel technicians and professionals,Acre,2473
2016,Q2,Midlevel technicians and professionals,Amazonas,2463
2016,Q2,Midlevel technicians and professionals,Roraima,3008
2016,Q2,Midlevel technicians and professionals,Pará,2089
2016,Q2,Midlevel technicians and professionals,Amapá,2709
2016,Q2,Midlevel technicians and professionals,Tocantins,2121
2016,Q2,Midlevel technicians and professionals,Maranhão,1719
2016,Q2,Midlevel technicians and professionals,Piauí,2276
2016,Q2,Midlevel technicians and professionals,Ceará,1903
2016,Q2,Midlevel technicians and professionals,Rio Grande do Norte,2158
2016,Q2,Midlevel technicians and professionals,Paraíba,1849
2016,Q2,Midlevel technicians and professionals,Pernambuco,1924
2016,Q2,Midlevel technicians and professionals,Alagoas,1704
2016,Q2,Midlevel technicians and professionals,Sergipe,2328
2016,Q2,Midlevel technicians and professionals,Bahia,1998
2016,Q2,Midlevel technicians and professionals,Minas Gerais,2247
2016,Q2,Midlevel technicians and professionals,Espírito Santo,2602
2016,Q2,Midlevel technicians and professionals,Rio de Janeiro,2577
2016,Q2,Midlevel technicians and professionals,São Paulo,2831
2016,Q2,Midlevel technicians and professionals,Paraná,2511
2016,Q2,Midlevel technicians and professionals,Santa Catarina,2346
2016,Q2,Midlevel technicians and professionals,Rio Grande do Sul,2617
2016,Q2,Midlevel technicians and professionals,Mato Grosso do Sul,2366
2016,Q2,Midlevel technicians and professionals,Mato Grosso,2463
2016,Q2,Midlevel technicians and professionals,Goiás,2266
2016,Q2,Midlevel technicians and professionals,Distrito Federal,4401
2016,Q2,Administrative support workers,Rondônia,1563
2016,Q2,Administrative support workers,Acre,1552
2016,Q2,Administrative support workers,Amazonas,1534
2016,Q2,Administrative support workers,Roraima,1666
2016,Q2,Administrative support workers,Pará,1542
2016,Q2,Administrative support workers,Amapá,2107
2016,Q2,Administrative support workers,Tocantins,1428
2016,Q2,Administrative support workers,Maranhão,1215
2016,Q2,Administrative support workers,Piauí,1631
2016,Q2,Administrative support workers,Ceará,1271
2016,Q2,Administrative support workers,Rio Grande do Norte,1326
2016,Q2,Administrative support workers,Paraíba,1309
2016,Q2,Administrative support workers,Pernambuco,1355
2016,Q2,Administrative support workers,Alagoas,1440
2016,Q2,Administrative support workers,Sergipe,1601
2016,Q2,Administrative support workers,Bahia,1391
2016,Q2,Administrative support workers,Minas Gerais,1471
2016,Q2,Administrative support workers,Espírito Santo,1488
2016,Q2,Administrative support workers,Rio de Janeiro,1733
2016,Q2,Administrative support workers,São Paulo,1625
2016,Q2,Administrative support workers,Paraná,1778
2016,Q2,Administrative support workers,Santa Catarina,1669
2016,Q2,Administrative support workers,Rio Grande do Sul,1736
2016,Q2,Administrative support workers,Mato Grosso do Sul,1513
2016,Q2,Administrative support workers,Mato Grosso,1729
2016,Q2,Administrative support workers,Goiás,1530
2016,Q2,Administrative support workers,Distrito Federal,3017
2016,Q2,"Service workers, sellers of trades and markets",Rondônia,1365
2016,Q2,"Service workers, sellers of trades and markets",Acre,1167
2016,Q2,"Service workers, sellers of trades and markets",Amazonas,1257
2016,Q2,"Service workers, sellers of trades and markets",Roraima,1319
2016,Q2,"Service workers, sellers of trades and markets",Pará,1072
2016,Q2,"Service workers, sellers of trades and markets",Amapá,1526
2016,Q2,"Service workers, sellers of trades and markets",Tocantins,1352
2016,Q2,"Service workers, sellers of trades and markets",Maranhão,975
2016,Q2,"Service workers, sellers of trades and markets",Piauí,988
2016,Q2,"Service workers, sellers of trades and markets",Ceará,1142
2016,Q2,"Service workers, sellers of trades and markets",Rio Grande do Norte,1059
2016,Q2,"Service workers, sellers of trades and markets",Paraíba,1087
2016,Q2,"Service workers, sellers of trades and markets",Pernambuco,1211
2016,Q2,"Service workers, sellers of trades and markets",Alagoas,1151
2016,Q2,"Service workers, sellers of trades and markets",Sergipe,1270
2016,Q2,"Service workers, sellers of trades and markets",Bahia,1047
2016,Q2,"Service workers, sellers of trades and markets",Minas Gerais,1301
2016,Q2,"Service workers, sellers of trades and markets",Espírito Santo,1459
2016,Q2,"Service workers, sellers of trades and markets",Rio de Janeiro,1607
2016,Q2,"Service workers, sellers of trades and markets",São Paulo,1624
2016,Q2,"Service workers, sellers of trades and markets",Paraná,1604
2016,Q2,"Service workers, sellers of trades and markets",Santa Catarina,1662
2016,Q2,"Service workers, sellers of trades and markets",Rio Grande do Sul,1477
2016,Q2,"Service workers, sellers of trades and markets",Mato Grosso do Sul,1408
2016,Q2,"Service workers, sellers of trades and markets",Mato Grosso,1593
2016,Q2,"Service workers, sellers of trades and markets",Goiás,1445
2016,Q2,"Service workers, sellers of trades and markets",Distrito Federal,1803
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Rondônia,1320
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Acre,798
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Amazonas,524
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Roraima,942
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Pará,791
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Amapá,750
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Tocantins,1385
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Maranhão,450
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Piauí,284
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Ceará,362
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Rio Grande do Norte,650
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Paraíba,430
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Pernambuco,577
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Alagoas,487
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Sergipe,614
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Bahia,525
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Minas Gerais,1374
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Espírito Santo,1354
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Rio de Janeiro,1151
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",São Paulo,1983
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Paraná,1682
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Santa Catarina,1620
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Rio Grande do Sul,1993
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Mato Grosso do Sul,1920
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Mato Grosso,1931
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Goiás,2075
2016,Q2,"Skilled workers in agriculture, forestry, hunting and fishing",Distrito Federal,1529
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rondônia,1347
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Acre,1168
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Amazonas,1154
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Roraima,1208
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Pará,1108
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Amapá,1204
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Tocantins,1343
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Maranhão,961
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Piauí,955
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Ceará,960
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio Grande do Norte,1029
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Paraíba,958
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Pernambuco,1046
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Alagoas,1014
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Sergipe,1039
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Bahia,1064
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Minas Gerais,1420
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Espírito Santo,1552
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio de Janeiro,1562
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",São Paulo,1679
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Paraná,1591
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Santa Catarina,1796
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Rio Grande do Sul,1550
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Mato Grosso do Sul,1605
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Mato Grosso,1723
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Goiás,1543
2016,Q2,"Skilled workers, construction workers and artisans, mechanics and other crafts",Distrito Federal,1813
2016,Q2,Plant and machine operators and assemblers,Rondônia,1628
2016,Q2,Plant and machine operators and assemblers,Acre,1255
2016,Q2,Plant and machine operators and assemblers,Amazonas,1279
2016,Q2,Plant and machine operators and assemblers,Roraima,1657
2016,Q2,Plant and machine operators and assemblers,Pará,1150
2016,Q2,Plant and machine operators and assemblers,Amapá,1553
2016,Q2,Plant and machine operators and assemblers,Tocantins,1549
2016,Q2,Plant and machine operators and assemblers,Maranhão,1162
2016,Q2,Plant and machine operators and assemblers,Piauí,1226
2016,Q2,Plant and machine operators and assemblers,Ceará,1289
2016,Q2,Plant and machine operators and assemblers,Rio Grande do Norte,1281
2016,Q2,Plant and machine operators and assemblers,Paraíba,1084
2016,Q2,Plant and machine operators and assemblers,Pernambuco,1159
2016,Q2,Plant and machine operators and assemblers,Alagoas,1171
2016,Q2,Plant and machine operators and assemblers,Sergipe,1317
2016,Q2,Plant and machine operators and assemblers,Bahia,1310
2016,Q2,Plant and machine operators and assemblers,Minas Gerais,1564
2016,Q2,Plant and machine operators and assemblers,Espírito Santo,1669
2016,Q2,Plant and machine operators and assemblers,Rio de Janeiro,1833
2016,Q2,Plant and machine operators and assemblers,São Paulo,1927
2016,Q2,Plant and machine operators and assemblers,Paraná,1753
